日期,竞价_总额,竞价_上海额,竞价_创业额,竞价_涨停,竞价_跌停,竞价_强力,竞价_极弱,竞价_上涨,竞价_下跌,竞价_全场涨跌比,竞价_上海涨跌比,竞价_创业涨跌比,竞价_前15占比,竞价_上证涨跌幅,竞价_深证涨跌幅,竞价_创业涨跌幅,竞价_核心溢价,竞价_妖股溢价,收盘_总额,收盘_上海额,收盘_创业额,收盘_涨停,收盘_跌停,收盘_强力,收盘_极弱,收盘_上涨,收盘_下跌,收盘_全场涨跌比,收盘_上海涨跌比,收盘_创业涨跌比,收盘_前15占比,收盘_上证涨跌幅,收盘_深证涨跌幅,收盘_创业涨跌幅,收盘_核心溢价,收盘_核心赚钱,收盘_核心承接,收盘_妖股溢价,收盘_妖股赚钱,收盘_妖股承接,竞价_资金增减,竞价_增减幅,竞价_上海额_diff,竞价_创业额_diff,竞价_涨停_diff,竞价_跌停_diff,竞价_强力_diff,竞价_极弱_diff,收盘_资金增减,收盘_增减幅,收盘_上海额_diff,收盘_创业额_diff,收盘_涨停_diff,收盘_跌停_diff,收盘_强力_diff,收盘_极弱_diff
2026-01-16,354.35,149.87,82.65,12,34,40,48,3676,1066,3.45,3.64,2.93,22.35,0.35,0.47,0.78,-0.87,-1.47,30565.24,13378.54,8463.56,58.00,52.00,170.00,122.00,2292.00,2889.00,0.79,0.82,0.98,7.74,-0.26,-0.18,-0.20,-0.87,-2.42,-1.49,-1.47,-2.81,-1.43,16.78,0.05,27.01,-1.56,-2,22,19,-2,1180.30,0.04,1621.43,-33.57,2.00,-12.00,51.00,-58.00
2026-01-19,291.15,128.76,66.16,5,35,13,43,1569,3058,0.51,0.59,0.43,14.96,-0.27,-0.41,-0.60,-1.40,-1.02,27322.27,11899.67,7150.63,88.00,25.00,207.00,57.00,3432.00,1758.00,1.95,2.06,1.37,7.48,0.29,0.09,-0.70,-1.40,0.75,2.20,-1.02,0.03,1.07,-63.20,-0.18,-21.11,-16.49,-7,1,-27,-5,-3242.97,-0.11,-1478.87,-1312.93,30.00,-27.00,37.00,-65.00
2026-01-20,223.91,86.88,44.41,7,4,17,9,2348,1971,1.19,1.10,1.13,22.43,0.06,0.09,0.09,0.20,-0.03,28042.35,12213.55,7092.73,55.00,16.00,109.00,82.00,2165.00,3002.00,0.72,0.93,0.38,7.36,-0.01,-0.97,-1.79,0.20,-1.22,-1.42,-0.03,0.51,0.66,-67.24,-0.23,-41.88,-21.75,2,-31,4,-34,720.08,0.03,313.88,-57.90,-33.00,-9.00,-98.00,25.00
2026-01-21,218.10,87.29,48.00,7,3,14,9,825,4020,0.21,0.23,0.16,12.55,-0.25,-0.38,-0.24,-0.68,0.06,26237.47,11799.93,6561.17,81.00,5.00,191.00,29.00,3001.00,2126.00,1.41,1.30,1.84,7.95,0.08,0.70,0.54,-0.68,0.01,0.69,0.06,2.39,2.29,-5.81,-0.03,0.41,3.59,0,-1,-3,0,-1804.88,-0.06,-413.62,-531.56,26.00,-11.00,82.00,-53.00
2026-01-22,243.64,103.56,49.73,7,4,20,8,2804,1612,1.74,1.51,1.81,17.15,0.22,0.41,0.52,1.34,2.68,27164.09,12015.95,6861.76,75.00,3.00,156.00,20.00,3450.00,1733.00,1.99,1.77,1.67,8.59,0.14,0.50,1.01,1.34,1.10,-0.15,2.68,2.75,0.06,25.54,0.12,16.27,1.73,0,1,6,-1,926.62,0.04,216.02,300.59,-6.00,-2.00,-35.00,-9.00
2026-01-23,278.10,106.04,53.20,6,3,24,6,2891,1521,1.90,2.00,1.61,20.32,0.18,0.15,0.16,-0.96,0.09,31181.08,13366.83,8226.27,105.00,0.00,273.00,9.00,3828.00,1335.00,2.87,2.44,3.32,7.67,0.33,0.79,0.63,-0.96,-0.31,0.61,0.09,1.27,1.18,34.46,0.14,2.48,3.47,-1,-1,4,-2,4016.99,0.15,1350.88,1364.51,30.00,-3.00,117.00,-11.00
2026-01-26,339.35,143.26,87.28,14,3,50,7,2516,1995,1.26,1.24,1.34,11.96,0.21,0.37,0.48,-0.63,4.91,32806.46,14516.24,8452.11,71.00,33.00,151.00,197.00,1531.00,3672.00,0.42,0.48,0.33,6.87,-0.09,-0.85,-0.91,-0.63,-2.53,-1.94,4.91,1.86,-2.89,61.25,0.22,37.22,34.08,8,0,26,1,1625.38,0.05,1149.41,225.84,-34.00,33.00,-122.00,188.00
2026-01-27,235.51,99.78,50.42,4,4,11,15,1207,3411,0.35,0.41,0.31,15.92,-0.18,-0.23,-0.09,-1.20,-1.25,29214.73,12892.40,7503.72,53.00,2.00,144.00,36.00,1863.00,3348.00,0.56,0.62,0.66,7.49,0.18,0.09,0.71,-1.20,1.12,2.37,-1.25,0.71,2.04,-103.84,-0.31,-43.48,-36.86,-10,1,-39,8,-3591.73,-0.11,-1623.84,-948.39,-18.00,-31.00,-7.00,-161.00
2026-01-28,252.26,107.20,64.08,8,2,23,5,1755,2775,0.63,0.72,0.48,14.14,0.25,0.29,0.51,1.20,0.15,29922.93,13652.80,7493.18,81.00,7.00,167.00,58.00,1706.00,3500.00,0.49,0.55,0.26,7.42,0.27,0.09,-0.57,1.20,1.39,0.18,0.15,1.45,1.43,16.75,0.07,7.42,13.66,4,-2,12,-10,708.20,0.02,760.40,-10.54,28.00,5.00,23.00,22.00
2026-01-29,289.48,131.44,60.53,11,2,29,6,1195,3530,0.34,0.38,0.28,17.30,0.11,-0.07,-0.03,0.55,0.62,32594.17,14856.02,7956.30,85.00,13.00,153.00,81.00,1758.00,3436.00,0.51,0.57,0.35,8.39,0.16,-0.30,-0.57,0.55,1.75,1.25,0.62,5.51,4.88,37.22,0.15,24.24,-3.55,3,0,6,1,2671.24,0.09,1203.22,463.12,4.00,6.00,-14.00,23.00
2026-01-30,306.76,135.61,55.57,6,18,9,45,1079,3700,0.29,0.35,0.25,19.51,-0.63,-0.60,-0.09,-2.03,-4.00,28624.25,12696.32,7309.64,48.00,54.00,117.00,148.00,2360.00,2823.00,0.84,0.89,0.97,8.39,-0.96,-0.66,1.27,-2.03,-1.90,0.09,-4.00,-4.62,-0.69,17.28,0.06,4.17,-4.96,-5,16,-20,39,-3969.92,-0.12,-2159.70,-646.66,-37.00,41.00,-36.00,67.00
2026-02-02,339.05,139.50,87.48,6,71,17,122,1231,3581,0.34,0.39,0.37,20.88,-0.93,-0.54,0.65,-2.37,-1.22,26066.38,11633.50,6818.66,36.00,109.00,60.00,388.00,723.00,4534.00,0.16,0.15,0.19,9.73,-2.48,-2.69,-2.46,-2.37,-4.52,-2.18,-1.22,-3.22,-1.93,32.29,0.11,3.89,31.91,0,53,8,77,-2557.87,-0.09,-1062.82,-490.98,-12.00,55.00,-57.00,240.00
2026-02-03,259.70,114.38,53.78,8,25,16,35,4740,333,14.23,10.88,24.26,26.55,0.70,1.18,1.65,2.77,0.74,25656.13,11106.00,6817.38,69.00,10.00,263.00,17.00,4745.00,477.00,9.95,7.00,21.62,9.52,1.29,2.19,1.86,2.77,3.66,0.86,0.74,4.14,3.47,-79.35,-0.23,-25.12,-33.70,2,-46,-1,-87,-410.25,-0.02,-527.50,-1.28,33.00,-99.00,203.00,-371.00
2026-02-04,262.59,106.28,59.56,7,1,17,5,1578,3035,0.52,0.54,0.38,19.30,-0.00,-0.39,-0.80,-0.71,1.66,25032.63,10633.94,6808.72,68.00,7.00,130.00,63.00,3157.00,2061.00,1.53,1.71,0.94,8.97,0.85,0.21,-0.40,-0.71,-3.90,-3.22,1.66,4.55,2.83,2.89,0.01,-8.10,5.78,-1,-24,1,-30,-623.50,-0.02,-472.06,-8.66,-1.00,-3.00,-133.00,46.00
2026-02-05,230.55,89.84,57.64,3,1,7,22,887,3801,0.23,0.30,0.17,15.36,-0.66,-0.96,-1.02,-2.32,-1.01,21942.80,9468.70,5589.16,44.00,16.00,75.00,92.00,1538.00,3634.00,0.42,0.53,0.36,7.63,-0.64,-1.44,-1.55,-2.32,-1.27,1.08,-1.01,-0.96,-0.08,-32.04,-0.12,-16.44,-1.92,-4,0,-10,17,-3089.83,-0.12,-1165.24,-1219.56,-24.00,9.00,-55.00,29.00
2026-02-06,208.13,86.54,44.89,7,10,14,16,728,4226,0.17,0.18,0.16,14.69,-0.87,-1.09,-1.15,-1.42,0.91,21634.75,8985.80,5665.46,57.00,5.00,105.00,32.00,2661.00,2477.00,1.07,0.89,1.31,7.75,-0.25,-0.33,-0.73,-1.42,-1.73,-0.32,0.63,0.54,-0.10,-22.42,-0.10,-3.30,-12.75,4,9,7,-6,-308.05,-0.01,-482.90,76.30,13.00,-11.00,30.00,-60.00
2026-02-09,271.85,103.27,73.16,19,0,38,1,4789,327,14.65,11.98,17.20,14.57,0.93,1.50,1.95,3.13,2.14,22702.04,9495.92,6444.86,86.00,3.00,215.00,9.00,4504.00,705.00,6.39,5.43,8.52,7.65,1.41,2.17,2.98,3.13,4.58,1.39,2.14,2.59,0.45,63.72,0.31,16.73,28.27,12,-10,24,-15,1067.29,0.05,510.12,779.40,29.00,-2.00,110.00,-23.00
2026-02-10,197.10,77.56,55.15,13,1,29,2,2307,1961,1.18,1.20,0.95,18.28,0.11,-0.05,-0.33,-0.26,3.55,21247.44,8821.34,5971.29,60.00,4.00,108.00,21.00,2129.00,3037.00,0.70,0.68,0.85,7.05,0.13,0.02,-0.37,-0.26,-1.18,-0.93,3.55,4.38,0.77,-74.75,-0.27,-25.71,-18.01,-6,1,-9,1,-1454.60,-0.06,-674.58,-473.57,-26.00,1.00,-107.00,12.00
2026-02-11,180.36,63.46,55.26,9,0,18,5,1791,2608,0.69,0.71,0.70,17.81,-0.10,-0.17,-0.24,-0.01,-0.84,20010.43,8224.95,5652.28,51.00,8.00,95.00,32.00,1981.00,3155.00,0.63,0.73,0.53,8.35,0.09,-0.35,-1.08,-0.01,-1.18,-1.18,-0.84,-2.62,-1.65,-16.74,-0.08,-14.10,0.11,-4,-1,-11,3,-1237.01,-0.06,-596.39,-319.01,-9.00,4.00,-13.00,11.00
2026-02-12,185.01,70.28,50.06,9,5,24,6,2328,2056,1.13,1.07,1.25,15.79,0.12,0.12,0.30,-1.49,-0.56,21607.70,8978.47,6181.26,61.00,14.00,142.00,31.00,2067.00,3152.00,0.66,0.62,0.89,7.87,0.05,0.86,1.32,-1.49,-0.75,0.67,-0.56,-0.79,-0.26,4.65,0.03,6.82,-5.20,0,5,6,1,1597.27,0.08,753.52,528.98,10.00,6.00,47.00,-1.00
2026-02-13,201.51,80.56,47.09,4,2,4,6,1621,2909,0.56,0.51,0.53,18.46,-0.44,-0.66,-0.56,-0.83,-1.72,19989.42,8467.14,5460.82,32.00,13.00,62.00,46.00,1448.00,3755.00,0.39,0.37,0.48,7.56,-1.26,-1.28,-1.57,-0.83,-0.39,0.41,-1.72,-1.82,-0.10,16.50,0.09,10.28,-2.97,-5,-3,-20,0,-1618.28,-0.07,-511.33,-720.44,-29.00,-1.00,-80.00,15.00
2026-02-24,305.43,126.91,74.36,9,4,22,10,4859,285,17.05,13.61,17.01,15.83,1.15,1.52,1.70,0.79,0.13,22181.61,9384.18,5970.04,93.00,16.00,225.00,66.00,3886.00,1342.00,2.90,2.51,2.40,7.12,0.87,1.36,0.99,0.79,-0.80,-1.64,0.13,1.26,1.10,103.92,0.52,46.35,27.27,5,2,18,4,2192.19,0.11,917.04,509.22,61.00,3.00,163.00,20.00
2026-02-25,166.99,68.83,35.40,3,2,13,5,2821,1492,1.89,1.78,1.83,14.19,0.15,0.21,0.15,0.07,1.56,24808.92,10858.09,6268.51,75.00,3.00,162.00,15.00,3605.00,1581.00,2.28,2.23,1.94,6.62,0.72,1.29,1.41,0.07,0.20,0.14,1.56,2.26,0.69,-138.44,-0.45,-58.08,-38.96,-6,-2,-9,-5,2627.31,0.12,1473.91,298.47,-18.00,-13.00,-63.00,-51.00
2026-02-26,212.47,79.53,46.74,3,0,14,2,2603,1708,1.52,1.51,1.35,14.46,0.09,0.14,-0.24,0.36,-1.01,25566.39,10670.75,6971.26,63.00,4.00,150.00,13.00,2405.00,2783.00,0.86,0.90,1.12,7.71,-0.01,0.19,-0.29,0.36,2.21,1.84,-1.01,3.05,4.11,45.48,0.27,10.70,11.34,0,-2,1,-3,757.47,0.03,-187.34,702.75,-12.00,1.00,-12.00,-2.00
2026-02-27,212.77,80.71,56.08,3,0,3,3,1110,3485,0.32,0.36,0.26,15.93,-0.43,-0.89,-1.23,-1.74,-1.82,25054.80,10721.18,6670.75,75.00,0.00,140.00,7.00,3151.00,2022.00,1.56,1.57,1.45,7.99,0.39,-0.06,-1.04,-1.74,-0.89,0.89,-1.82,0.60,2.47,0.30,0.00,1.18,9.34,0,0,-11,1,-511.59,-0.02,50.43,-300.51,12.00,-4.00,-10.00,-6.00
