涨停原因类别[20260529],market_code,股票代码,code
庭外重组+一季报扭亏+市政工程,33,000010.SZ,000010
物业租赁+深圳国资+黄金珠宝,33,000025.SZ,000025
电力+综合能源+储能+一季报扭亏,33,000037.SZ,000037
医药流通+股权转让+ST板块,33,000078.SZ,000078
城中村改造+地产+董事长变更+深圳国资,33,000090.SZ,000090
成套设备出口+储能+央企+一带一路,33,000151.SZ,000151
,33,000509.SZ,000509
电力+业绩减亏+广东国资,33,000539.SZ,000539
商业地产+承诺不减持+撤销风险警示,33,000608.SZ,000608
实控人变更+天然气+ST板块,33,000669.SZ,000669
,33,000670.SZ,000670
,33,000711.SZ,000711
,33,000725.SZ,000725
火电+新能源+国企改革,33,000767.SZ,000767
白酒+胖东来联名+央企+一季报改善,33,000799.SZ,000799
L4无人配送车+柴油机+昆明国资,33,000903.SZ,000903
武汉地产+城中村改造+算力+金属制品,33,000926.SZ,000926
,33,000962.SZ,000962
,33,000969.SZ,000969
,33,001257.SZ,001257
半导体石英坩埚+光伏坩埚,33,001269.SZ,001269
,33,001270.SZ,001270
,33,001360.SZ,001360
,33,001366.SZ,001366
,33,002012.SZ,002012
中标2.94亿+洁净室+城市更新+建筑装饰,33,002081.SZ,002081
维生素E+控制权稳定+国企,33,002102.SZ,002102
,33,002119.SZ,002119
,33,002169.SZ,002169
,33,002173.SZ,002173
,33,002185.SZ,002185
新疆国资+油气服务+转型预期,33,002207.SZ,002207
,33,002214.SZ,002214
胖东来调改+零售+线上业务开放,33,002251.SZ,002251
,33,002273.SZ,002273
摘帽申请+一季报暴增+IDC并表+算力租赁,33,002289.SZ,002289
,33,002297.SZ,002297
实控人变更+BIPV+国资划转,33,002323.SZ,002323
,33,002380.SZ,002380
,33,002388.SZ,002388
,33,002421.SZ,002421
,33,002442.SZ,002442
地下管网+两重项目+PCCP龙头,33,002457.SZ,002457
,33,002465.SZ,002465
,33,002512.SZ,002512
,33,002514.SZ,002514
,33,002528.SZ,002528
,33,002585.SZ,002585
火电+股东增持+江苏国资,33,002608.SZ,002608
,33,002613.SZ,002613
,33,002617.SZ,002617
美年大健康入主+预重整推进+无缝服装,33,002634.SZ,002634
,33,002643.SZ,002643
,33,002667.SZ,002667
,33,002669.SZ,002669
,33,002713.SZ,002713
,33,002792.SZ,002792
超级电容用材料+铝箔材+SiC控制器+实控人变更,33,002806.SZ,002806
折叠屏+电池结构件+铝合金型材+分红,33,002824.SZ,002824
庭外重组+建筑装饰+佛山国资,33,002856.SZ,002856
,33,002918.SZ,002918
,33,002922.SZ,002922
,33,002952.SZ,002952
,33,002983.SZ,002983
,33,002990.SZ,002990
AI营销+字节概念+持股中书艺莲+VR文旅,33,002995.SZ,002995
智能物流+机器人+扭亏为盈+海外订单,33,300486.SZ,300486
MLCC+固态电池+一季报增长+AI眼镜,33,301360.SZ,301360
戴尔合作+高速铜缆+电源线龙头+分红除权,33,301439.SZ,301439
电力+算电协同+绿色电力+央企,17,600011.SH,600011
铜箔+HVLP+固态电池+满产满销,17,600110.SH,600110
广州地产项目+家居商贸+养老服务+低价股,17,600162.SH,600162
污水处理+回购+一季报扭亏,22,600187.SH,600187
协议转让引战投+林业+算力租赁,22,600265.SH,600265
百货零售+罗森便利店+中华老字号,17,600280.SH,600280
PTA装置完成检修+瓶级聚酯切片+一季度扭亏,22,600370.SH,600370
申请摘帽+听花酒增长+转型预期,22,600381.SH,600381
,17,600460.SH,600460
新品获批+仿制药+甾体激素,17,600488.SH,600488
保健品+宠物新品+益生菌+养老护理,17,600530.SH,600530
城市更新+不动产资管+征收补偿+央企,17,600622.SH,600622
零售+首店经济+转让仓储物流资产,17,600693.SH,600693
,17,600707.SH,600707
热电联产+煤炭产销+一季报增长+央企,17,600726.SH,600726
80亿诉讼+转债下修+半导体,22,600745.SH,600745
拍卖撤回+油气开采+一季报增长+ST板块,22,600759.SH,600759
百货零售+商业不动产REITs+商管,17,600828.SH,600828
零售+老字号+杭州金帝入主,17,600857.SH,600857
电力+新能源+煤电联营+央企,17,600863.SH,600863
零售+恒隆长期租约+收藏品改造,17,600865.SH,600865
光通信+算力AI+减持完毕+一季报增长,17,600869.SH,600869
电力+液冷服务器+光伏储能+水电补偿款,17,600979.SH,600979
新零售+算力布局+一季报增长,17,601086.SH,601086
零售+社区生鲜+阿里概念,17,601116.SH,601116
男裤龙头+太空裤+分红+网红经济,17,601566.SH,601566
分红+铝热传输材料+特斯拉概念,17,601702.SH,601702
,17,601958.SH,601958
,17,603005.SH,603005
光模块结构件+CCL/PCB层压设备+高端成形机床,17,603011.SH,603011
存量房检测+检验检测龙头+商业航天+央企,17,603060.SH,603060
,17,603067.SH,603067
,17,603203.SH,603203
,22,603261.SH,603261
,17,603286.SH,603286
,17,603290.SH,603290
车载照明+车灯控制器+汽车电子+收购嘉利股份,17,603303.SH,603303
光刻胶+半导体设备+股权激励,17,603324.SH,603324
,17,603353.SH,603353
,17,603373.SH,603373
,17,603391.SH,603391
预重整+股东会决议+光伏硅片,22,603398.SH,603398
BOPP电工膜+复合铜箔+次新股,17,603435.SH,603435
,17,603601.SH,603601
水利管道+拟购PEEK+PCCP大单,17,603616.SH,603616
,17,603690.SH,603690
,17,603779.SH,603779
戴尔产业链+AIPC镁合金+人形机器人,17,603890.SH,603890
,22,603922.SH,603922
,17,605069.SH,605069
头孢需求回暖+阿尔茨海默+原料药制剂一体化,17,605177.SH,605177
戴尔产业链+高频高速铜缆+消费电子,17,605277.SH,605277
,17,605399.SH,605399
,17,605488.SH,605488
,17,605500.SH,605500
拟赴港上市+冠脉支架欧盟获批+介入医疗器械,17,688108.SH,688108
拟收购量羲技术+量子计算+质谱仪,22,688622.SH,688622
