market_code,股票代码,涨停原因类别[20260410],code
33,000004.SZ,,000004
33,000402.SZ,北京国资+商业地产+减债,000402
33,000534.SZ,燃气轮机零部件+低空经济+微生态活菌,000534
33,000586.SZ,,000586
33,000626.SZ,大宗商品贸易+生物农药+特种油脂,000626
33,000638.SZ,,000638
33,000659.SZ,饮料代工+PET瓶+控制权变更,000659
33,000670.SZ,存储芯片+重大资产重组+半导体分销,000670
33,000711.SZ,,000711
33,000720.SZ,,000720
33,000762.SZ,锂盐湖+二期爬坡+宝武央企,000762
33,000793.SZ,海南国资入主+重整计划+文旅传媒,000793
33,000889.SZ,算力销售+5G消息+短信通道,000889
33,000890.SZ,,000890
33,001211.SZ,竹产业链+金钢瓷新品+PPS材料+外贸增长,001211
33,001269.SZ,内蒙古+半导体石英坩埚+光伏坩埚,001269
33,001299.SZ,燃气+综合能源转型+年报增长+西部大开发,001299
33,001309.SZ,存储芯片+业绩暴增,001309
33,002047.SZ,年报扭亏+申请摘帽+珠海国资+光耦合器,002047
33,002074.SZ,固态电池+储能订单+动力电池,002074
33,002177.SZ,智能金融设备+产业园运营+广州资产,002177
33,002199.SZ,碳酸锂+石英晶体+退市博弈,002199
33,002211.SZ,有机硅减亏+高温硅橡胶+ST摘帽预期,002211
33,002263.SZ,特高压电容膜+国企改革,002263
33,002328.SZ,液冷服务器+汽车零部件+特斯拉+回购,002328
33,002363.SZ,商业航天+制动部件,002363
33,002364.SZ,宁德时代入股+HVDC+数据中心电源,002364
33,002418.SZ,液冷+算力租赁+家电制冷,002418
33,002528.SZ,庭外重组+深圳国资+智慧城市+AI安防,002528
33,002542.SZ,,002542
33,002580.SZ,储能电池+液冷+山东国资,002580
33,002650.SZ,减盐酱油+ST摘帽预期+无实控人,002650
33,002713.SZ,算力中心+家装AI+重整完成,002713
33,002733.SZ,算力UPS+氢能+固态电池,002733
33,002787.SZ,半导体+锂电池结构件+金属包装+年报增长,002787
33,002824.SZ,消费电子+AI终端+电池结构件,002824
33,002950.SZ,医用敷料+出口第一+三胎概念+AI医疗,002950
33,002962.SZ,玻璃晶圆+微棱镜量产+AR/VR拓展,002962
33,002988.SZ,铝基新材料+汽车轻量化+人形机器人+商业航天,002988
33,003036.SZ,固态电池+纺织机器人+高端纺机,003036
33,300131.SZ,OCS光路交换机+拟收购光隆集成+存储分销+车载芯片,300131
33,300561.SZ,摘帽申请+金融科技+内控整改,300561
33,300720.SZ,,300720
17,600103.SH,光模块+林浆纸+福建国资,600103
17,600105.SH,光通信+超导带材+可控核聚变+业绩预增,600105
17,600156.SH,算力租赁+拟收购易信科技+湖南国资,600156
22,600165.SH,重整完成+长链二元酸+ST摘帽,600165
22,600193.SH,退市博弈+建筑装饰+算力概念,600193
22,600238.SH,保壳博弈+保健酒+海南国资,600238
22,600243.SH,退市博弈+减速器+电梯配件,600243
17,600345.SH,参股长飞光纤+商业航天+央企,600345
22,600381.SH,退市博弈+高端白酒+中药大健康,600381
22,600421.SH,风电模具+业绩预盈+壳博弈,600421
17,600480.SH,液冷+机器人传感器+汽车零部件+央企,600480
17,600482.SH,燃气轮机+船周期+军工动力+央企,600482
17,600537.SH,光伏组件+钙钛矿电池+预重整备案,600537
22,600608.SH,,600608
17,600707.SH,玻璃基板+ITC胜诉+国企改革,600707
17,600713.SH,医药流通+AI医疗+南京国资,600713
17,600743.SH,实控人筹划重组+物业管理+北京国资,600743
17,600876.SH,光伏玻璃封装+央企,600876
17,600983.SH,年报增长+高端家电+外销高增,600983
17,601010.SH,南通零售龙头+数字化升级,601010
17,601999.SH,年报增长+出版+数据确权+辽宁国资,601999
22,603021.SH,ST博弈+日用玻璃+轻量化技术,603021
17,603026.SH,电解液+宁德时代+国企,603026
17,603088.SH,液冷+机器人+换热器+国企,603088
17,603093.SH,期货经纪+境外清算+年报增长,603093
17,603101.SH,零售+胖东来调改+大消费+新疆,603101
17,603182.SH,,603182
17,603200.SH,固态电池+液冷服务器+业绩预增,603200
17,603272.SH,墙布龙头+智能家居+控股股东转让股份,603272
22,603557.SH,童装童鞋+三胎概念+此前获赠资产+ST板块,603557
22,603580.SH,退市博弈+轻型输送带+新能源电池配件,603580
17,603588.SH,,603588
17,603773.SH,玻璃基板+CPO+商业航天,603773
17,603777.SH,拟协议转让10%股份+健康零食+IP经济,603777
22,603813.SH,退市博弈+氢能物流+电商物流,603813
17,603889.SH,年报增长+高派息+毛纺龙头,603889
17,603933.SH,复牌+拟收购博泰智能+精密传动+IC分销,603933
17,603950.SH,重大资产重组+柴油动力单元+发动机零部件,603950
17,605006.SH,玻纤涨价+风电纱+山东国资,605006
17,605060.SH,燃气轮机+液冷+年报增长,605060
17,605069.SH,智谱AI+生态修复+水利基建,605069
17,605117.SH,一季报预增+储能逆变器+海外需求,605117
17,605255.SH,中昊芯英入主+汽车管路+多次风险提示,605255
17,605299.SH,,605299
17,688478.SH,碳化硅+半导体级单晶炉+并购为准智能,688478
17,688690.SH,一季报预增+GLP-1+减肥药+色谱填料,688690
