code,所属概念,market_code,所属概念数量,股票代码
001233,注册制次新股;专精特新;高端装备;人民币贬值受益;海峡两岸;一带一路;中俄贸易概念;俄乌冲突概念;深股通;新股与次新股;融资融券,33,11,001233.SZ
300241,MicroLED概念;电子纸;MiniLED;虚拟现实;消费电子概念;汽车电子;小米概念;智能座舱;智能家居;传感器;比亚迪概念;粤港澳大湾区;2025年报预增,33,13,300241.SZ
600604,租售同权;创投;蚂蚁集团概念;数字经济;DeepSeek概念;国企改革;融资融券;沪股通,17,8,600604.SH
920185,氢能源;储能;锂电池概念;融资融券;石墨电极;一带一路;比亚迪概念;固态电池;宁德时代概念;钠离子电池;石墨烯;燃料电池,151,12,920185.BJ
600525,特高压;智能电网;光伏概念;虚拟电厂;充电桩;ST板块;储能;PCB概念;芯片概念;富士康概念;锂电池概念;宁德时代概念;MR(混合现实);消费电子概念;新能源汽车;华为概念;新型工业化;比亚迪概念;粤港澳大湾区;医疗器械概念,22,20,600525.SH
600963,央企国企改革;污水处理;国企改革;碳中和;雄安新区;碳交易;生物质能发电;PPP概念;DeepSeek概念;人工智能;沪股通;融资融券,17,12,600963.SH
300836,PCB概念;苹果概念;传感器;机器视觉;新型工业化;新能源汽车;机器人概念;商业航天;2025年报预增;工业互联网;充电桩;人工智能;数字经济;绿色电力;民爆概念,33,15,300836.SZ
688603,先进封装;PCB概念;芯片概念;沪股通;融资融券,17,5,688603.SH
002025,卫星导航;商业航天;铜缆高速连接;大飞机;共封装光学(CPO);军工;5G;同花顺新质50;液冷服务器;低空经济;数据中心;华为概念;小米概念;机器视觉;核电;比亚迪概念;新能源汽车;央企国企改革;智能物流;西部大开发;国企改革;深股通;融资融券,33,23,002025.SZ
688399,猴痘概念;基因测序;肝炎概念;流感;智能医疗;医药电商;医疗器械概念;维生素;专精特新;沪股通;融资融券,17,11,688399.SH
688183,共封装光学(CPO);PCB概念;5G;毫米波雷达;汽车电子;华为概念;2025年报预增;工业互联网;沪股通;融资融券,17,10,688183.SH
301363,脑机接口;传感器;机器人概念;消费电子概念;PEEK材料;CRO概念;医疗器械概念;减肥药;人民币贬值受益;深股通;融资融券,33,11,301363.SZ
920022,新能源汽车;氢能源;比亚迪概念;传感器;专精特新;新股与次新股;融资融券,151,7,920022.BJ
688518,先进封装;共封装光学(CPO);MicroLED概念;芯片概念;消费电子概念;3D打印;光纤概念;宁德时代概念;固态电池;钙钛矿电池;工业母机;新型工业化;新能源汽车;锂电池概念;华为概念;光伏概念;机器人概念;燃料电池;储能;氢能源;沪股通;融资融券,17,22,688518.SH
300576,光刻胶;OLED;第三代半导体;芯片概念;PCB概念;专精特新;粤港澳大湾区;深股通;融资融券,33,9,300576.SZ
688357,专精特新;污水处理;一带一路;氢能源;净水概念;核污染防治;股权转让(并购重组);融资融券,17,8,688357.SH
920964,数字乡村;乡村振兴;股权转让(并购重组);物联网;融资融券;水利;专精特新;农机;国企改革,151,9,920964.BJ
688718,污水处理;人民币贬值受益;盐湖提锂;融资融券,17,4,688718.SH
688379,共封装光学(CPO);液冷服务器;芯片概念;商业航天;无人机;新能源汽车;人形机器人;2025年报预增;核电;低空经济;机器人概念;高铁;光伏概念;锂电池概念;风电;共同富裕示范区;绿色电力;融资融券,17,18,688379.SH
002380,电力物联网;智能电网;信创;虚拟电厂;核电;AI智能体;数据要素;华为概念;机器视觉;工业互联网;智慧城市;人工智能;新型工业化;光热发电;数字经济;专精特新;传感器;机器人概念;储能;超超临界发电;一带一路;碳中和;垃圾分类;AI应用;深股通,33,25,002380.SZ
002866,钠离子电池;固态电池;PCB概念;专精特新;人民币贬值受益;储能;小米概念;消费电子概念;富士康概念;华为概念;深股通,33,11,002866.SZ
600096,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;锂电池概念;碳中和;西部大开发;国企改革;乡村振兴;高股息精选;融资融券;沪股通,17,13,600096.SH
600791,国企改革;京津冀一体化,17,2,600791.SH
300708,MicroLED概念;MiniLED;第三代半导体;芯片概念;深股通,33,5,300708.SZ
300608,华为欧拉;云办公;算力租赁;云计算;数据安全;华为鲲鹏;Web3.0;电子身份证;智慧政务;东数西算(算力);信创;6G概念;财税数字化;多模态AI;数据确权;虚拟数字人;AI智能体;人脸识别;鸿蒙概念;AIGC概念;在线教育;区块链;数据要素;数据中心;5G;语音技术;智慧城市;车联网(车路协同);华为概念;DeepSeek概念;数字孪生;数字经济;互联网金融;物联网;卫星导航;人工智能;职业教育;智能医疗;消费电子概念;工业互联网;AI应用;低空经济;C2M概念;机器人概念;乡村振兴;雄安新区;股权转让(并购重组),33,47,300608.SZ
603088,液冷服务器;芯片概念;汽车热管理;工业母机;小米概念;专精特新;比亚迪概念;新型工业化;新能源汽车;高端装备;特斯拉概念;机器人概念;宁德时代概念;空气能热泵;锂电池概念;动力电池回收;氢能源;国企改革;沪股通;融资融券,17,20,603088.SH
301196,光纤概念;消费电子概念;新型烟草(电子烟);新能源汽车;专精特新;PEEK材料;储能;机器人概念;海峡两岸;家用电器;福建自贸区;医疗器械概念;养老概念;宠物经济;三胎概念;深股通;融资融券,33,17,301196.SZ
920896,2025年报预增;西部大开发;风电;专精特新;机器人概念;两轮车;融资融券;新能源汽车;减速器;农机,151,10,920896.BJ
920076,锂电池概念;钠离子电池;专精特新;新股与次新股;融资融券,151,5,920076.BJ
688400,共封装光学(CPO);光纤概念;富士康概念;MR(混合现实);苹果概念;芯片概念;消费电子概念;华为手机;机器视觉;数据中心;小米概念;虚拟现实;人形机器人;华为概念;无人机;新型工业化;专精特新;机器人概念;空间计算;智谱AI;宁德时代概念;元宇宙;Web3.0;光伏概念;人工智能;AIGC概念;虚拟数字人;Sora概念(文生视频);2025年报预增;数字经济;锂电池概念;沪股通;融资融券,17,33,688400.SH
002491,光纤概念;5G;数据中心;长三角一体化;专精特新;储能;独角兽概念;数字水印;网络安全;数据安全;固态电池;深股通;融资融券,33,13,002491.SZ
301148,核污染防治;海峡两岸;专精特新;福建自贸区;核电;新型城镇化;污水处理;融资融券,33,8,301148.SZ
002897,共封装光学(CPO);铜缆高速连接;富士康概念;F5G概念;华为海思概念股;6G概念;5G;数据中心;消费电子概念;智能穿戴;新型烟草(电子烟);小米概念;无人驾驶;华为概念;比亚迪概念;光伏概念;新能源汽车;2025年报预增;华为汽车;长安汽车概念;海峡两岸;人民币贬值受益;深股通;融资融券,33,24,002897.SZ
600267,仿制药一致性评价;医药电商;流感;创新药;减肥药;阿尔茨海默概念;动物疫苗;合成生物;青蒿素;医美概念;宠物经济;智能医疗;国企改革;DeepSeek概念;融资融券;沪股通,17,16,600267.SH
301035,草甘膦;回购增持再贷款概念;人民币贬值受益;2025年报预增;深股通;融资融券,33,6,301035.SZ
688557,新型工业化;人形机器人;机器人概念;比亚迪概念;机器视觉;物联网;华为概念;无人驾驶;智能物流;人工智能;军工;宁德时代概念;跨境电商;统一大市场;融资融券,17,15,688557.SH
601958,小金属概念;西部大开发;国企改革;军工;OLED;沪股通;融资融券,17,7,601958.SH
603803,F5G概念;共封装光学(CPO);WiFi 6;6G概念;5G;东数西算(算力);数据中心;量子科技;芯片概念;智能电网;网络安全;新型工业化;物联网;工业互联网;数据安全;无人驾驶;智慧城市;车联网(车路协同);新型城镇化;融资融券,17,20,603803.SH
300852,PCB概念;共封装光学(CPO);5G;毫米波雷达;汽车电子;数据中心;无人机;比亚迪概念;人形机器人;机器人概念;粤港澳大湾区;人民币贬值受益;一带一路;深股通,33,14,300852.SZ
300638,AI智能体;卫星导航;阿里巴巴概念;商业航天;移动支付;WiFi 6;区块链;车联网(车路协同);东数西算(算力);人工智能;低空经济;DeepSeek概念;物联网;毫米波雷达;机器视觉;5G;智能座舱;AI眼镜;工业互联网;人形机器人;机器人概念;消费电子概念;汽车电子;海峡两岸;粤港澳大湾区;专精特新;比亚迪概念;新能源汽车;智能电网;人民币贬值受益;虚拟电厂;宠物经济;股权转让(并购重组);深股通;融资融券,33,35,300638.SZ
920060,商业航天;一带一路;无人驾驶;毫米波雷达;共封装光学(CPO);充电桩;AI PC;机器人概念;融资融券;消费电子概念;汽车电子;家用电器;PCB概念,151,13,920060.BJ
688478,存储芯片;第三代半导体;华为海思概念股;芯片概念;比亚迪概念;专精特新;光伏概念;海峡两岸;股权转让(并购重组);融资融券,17,10,688478.SH
920873,AI应用;云计算;融资融券;一带一路;净水概念;新型城镇化;装配式建筑;水利;智慧城市;人工智能;污水处理;西部大开发;数字孪生;房屋检测;PPP概念,151,15,920873.BJ
000692,风电;充电桩,33,2,000692.SZ
600060,高股息精选;虚拟数字人;智能家居;数字经济;家用电器;人工智能;元宇宙;DeepSeek概念;AI智能体;多模态AI;数据要素;商业航天;虚拟现实;机器人概念;MCU芯片;智能穿戴;AI眼镜;MR(混合现实);沪股通;融资融券;汽车电子;消费电子概念;芯片概念;MicroLED概念;MiniLED,17,25,600060.SH
603042,光纤概念;F5G概念;铜缆高速连接;WiFi 6;5G;数据中心;物联网;智慧城市;华为概念;智能医疗;互联网金融;芯片概念;融资融券,17,13,603042.SH
002631,石墨烯;C2M概念;长三角一体化;核污染防治;智能家居;柔性屏(折叠屏);工业互联网;融资融券,33,8,002631.SZ
301221,车联网(车路协同);机器视觉;智能座舱;鸿蒙概念;无人驾驶;华为概念;时空大数据;智慧城市;国产操作系统;数据安全;人工智能;智慧政务;卫星导航;小米概念;百度概念;机器人概念;AI智能体;华为汽车;DeepSeek概念;长安汽车概念;财税数字化;汽车电子;小米汽车;新能源汽车;2025年报预增;AI应用;融资融券,33,27,301221.SZ
301085,算力租赁;快手概念;华为昇腾;抖音概念(字节概念);小红书概念;腾讯概念;东数西算(算力);华为鲲鹏;智慧政务;阿里巴巴概念;百度概念;AI智能体;数据中心;华为概念;DeepSeek概念;数字经济;共封装光学(CPO);富士康概念;京津冀一体化;一带一路;AI应用;深股通;融资融券,33,23,301085.SZ
603110,PCB概念;数据中心;东数西算(算力);算力租赁;石墨烯;DeepSeek概念;AIGC概念,17,7,603110.SH
300757,共封装光学(CPO);光纤概念;BC电池;富士康概念;苹果概念;华为海思概念股;芯片概念;TOPCON电池;英伟达概念;HJT电池;数据中心;新能源汽车;新型工业化;高端装备;光伏概念;量子科技;商业航天;华为概念;工业互联网;股权转让(并购重组);融资融券;深股通,33,22,300757.SZ
002195,AI语料;AIGC概念;AI应用;短剧游戏;多模态AI;AI智能体;百度概念;脑机接口;阿里巴巴概念;云计算;网络安全;腾讯概念;鸿蒙概念;区块链;元宇宙;智能医疗;人工智能;DeepSeek概念;网络游戏;华为概念;数据中心;创投;AI PC;无人驾驶;机器人概念;人形机器人;融资融券;深股通,33,28,002195.SZ
688117,CRO概念;减肥药;创新药;辅助生殖;三胎概念;西部大开发;中俄贸易概念;2025年报预增;沪股通;融资融券,17,10,688117.SH
603019,中国AI 50;液冷服务器;东数西算(算力);量子科技;数据中心;芯片概念;国产操作系统;新型工业化;网络安全;算力租赁;数据安全;信创;工业互联网;百度概念;腾讯概念;云计算;智慧城市;抖音概念(字节概念);数字孪生;智谱AI;人工智能;区块链;DeepSeek概念;数字经济;Web3.0;创投;智能医疗;雄安新区;沪股通;同花顺中特估100;融资融券,17,31,603019.SH
603991,存储芯片;先进封装;芯片概念;5G;机器视觉;华为概念;核电;股权转让(并购重组),17,8,603991.SH
300214,丙烯酸;专精特新;数据中心;新疆振兴;液冷服务器;东数西算(算力);DeepSeek概念;算力租赁,33,8,300214.SZ
002023,航空发动机;大飞机;商业航天;军民融合;卫星导航;军工;无人机;低空经济;飞行汽车(eVTOL);毫米波雷达;太赫兹;芯片概念;5G;第三代半导体;汽车芯片;无人驾驶;充电桩;职业教育;西部大开发;深股通;融资融券,33,21,002023.SZ
002066,核电;央企国企改革;国企改革;碳中和;证金持股,33,5,002066.SZ
002797,期货概念;区块链;深股通;融资融券,33,4,002797.SZ
000758,金属铅;金属锌;金属铜;小金属概念;黄金概念;金属钴;金属回收;稀土永磁;回购增持再贷款概念;央企国企改革;一带一路;国企改革;人民币贬值受益;深股通;融资融券;中字头股票,33,16,000758.SZ
600499,盐湖提锂;光伏建筑一体化;锂电池概念;宁德时代概念;人民币贬值受益;新型工业化;储能;同花顺出海50;高端装备;一带一路;机器人概念;充电桩;海工装备;沪股通;融资融券,17,15,600499.SH
688529,比亚迪概念;新型工业化;长安汽车概念;小米汽车;新能源汽车;机器视觉;机器人概念;特斯拉概念;人形机器人;小米概念;固态电池;锂电池概念;燃料电池;华为概念;智能物流;高端装备;人工智能;氢能源;DeepSeek概念;融资融券,17,20,688529.SH
688653,星闪概念;智能音箱;WiFi 6;芯片概念;智能座舱;物联网;车联网(车路协同);专精特新;无人机;低空经济;智能家居;上海自贸区;沪股通;股权转让(并购重组);融资融券,17,15,688653.SH
002726,猪肉;预制菜;融资融券;深股通,33,4,002726.SZ
300604,国家大基金持股;存储芯片;芯片概念;专精特新;2025年报预增;海峡两岸;融资融券;深股通,33,8,300604.SZ
603459,注册制次新股;华为手机;东数西算(算力);MiniLED;锂电池概念;卫星导航;商业航天;华为概念;机器人概念;智能穿戴;小米概念;无人驾驶;一带一路;共封装光学(CPO);比亚迪概念;智能座舱;虚拟现实;PCB概念;汽车电子;芯片概念;消费电子概念;存储芯片;富士康概念;新股与次新股;融资融券,17,25,603459.SH
001339,中国AI 50;算力租赁;AI PC;东数西算(算力);英伟达概念;5G;数据安全;网络安全;信创;云办公;安防;车联网(车路协同);消费电子概念;物联网;人脸识别;智慧城市;智能座舱;机器视觉;ETC;鸿蒙概念;专精特新;工业互联网;DeepSeek概念;人工智能;新型工业化;机器人概念;在线教育;人形机器人;粤港澳大湾区;智能医疗;深股通,33,31,001339.SZ
920510,芯片概念;机器人概念;融资融券;新能源汽车;减速器;专精特新;人形机器人,151,7,920510.BJ
920008,虚拟现实;军工信息化;融资融券;专精特新;军工;西部大开发,151,6,920008.BJ
301336,华为概念;小米概念;人工智能;智能家居;小米汽车;露营经济;西部大开发;融资融券,33,8,301336.SZ
300830,智谱AI;多模态AI;华为鲲鹏;ChatGPT概念;AI智能体;智慧政务;信创;数据要素;百度概念;鸿蒙概念;区块链;DeepSeek概念;人脸识别;职业教育;军工信息化;数字经济;互联网金融;人工智能;车联网(车路协同);华为概念;工业互联网;军工;电力物联网;新型工业化;AI应用;换电概念;虚拟电厂;智能电网;核电;碳交易;充电桩;风电;特高压;超超临界发电,33,34,300830.SZ
300603,算力租赁;云计算;东数西算(算力);网络安全;智慧政务;信创;数据确权;腾讯概念;阿里巴巴概念;抖音概念(字节概念);百度概念;数据中心;区块链;数字乡村;时空大数据;ETC;智慧城市;安防;华为概念;DeepSeek概念;车联网(车路协同);物联网;数字经济;5G;独角兽概念;互联网金融;液冷服务器;文化传媒概念;AI应用;水利;网红经济;一带一路;西部大开发;新疆振兴;深股通,33,35,300603.SZ
301295,专精特新;智能家居;智能电网;小米概念;光伏概念;新能源汽车;汽车电子;融资融券,33,8,301295.SZ
002716,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;2025年报预增;回购增持再贷款概念;国企改革;深股通;融资融券,33,11,002716.SZ
002515,预制菜;人造肉;网红经济;共同富裕示范区;共封装光学(CPO);芯片概念;深股通,33,7,002515.SZ
688409,光刻机;芯片概念;专精特新;回购增持再贷款概念;DeepSeek概念;沪股通;融资融券,17,7,688409.SH
000422,磷化工;化肥;煤化工概念;煤炭概念;氟化工概念;可降解塑料;国企改革;回购增持再贷款概念;乡村振兴;宁德时代概念;光刻胶;华为概念;股权转让(并购重组);融资融券;深股通,33,15,000422.SZ
300181,医药电商;创新药;细胞免疫治疗;共同富裕示范区;独角兽概念;融资融券;深股通,33,7,300181.SZ
301548,核电;专精特新;芯片概念;抽水蓄能;海工装备;储能;风电;PEEK材料;海峡两岸;生物质能发电;融资融券,33,11,301548.SZ
688041,中国AI 50;东数西算(算力);芯片概念;信创;阿里巴巴概念;腾讯概念;抖音概念(字节概念);百度概念;人工智能;DeepSeek概念;同花顺中特估100;沪股通;融资融券,17,13,688041.SH
000701,无人零售;福建自贸区;IP经济(谷子经济);海峡两岸;创投;数字经济;互联网金融;智慧城市;智能物流;车联网(车路协同);军工信息化;低空经济;物联网;Web3.0;无人机;华为汽车;AIGC概念;国企改革;专精特新;一带一路;统一大市场;小米汽车;小米概念;石墨烯;MiniLED;金属镍;小金属概念;金属铜,33,28,000701.SZ
002921,新能源汽车;光热发电;燃料电池;光伏概念;减速器;农机;机器人概念;人民币贬值受益;氢能源;乡村振兴,33,10,002921.SZ
300351,军工;无人机;液冷服务器;高压快充;商业航天;军民融合;5G;海工装备;低空经济;充电桩;高铁;数据中心;卫星导航;比亚迪概念;换电概念;人形机器人;新能源汽车;机器人概念;储能;华为汽车;华为概念;风电;长安汽车概念;光纤概念;共封装光学(CPO);锂电池概念;一带一路;共同富裕示范区;深股通;融资融券,33,30,300351.SZ
300594,液冷服务器;汽车热管理;芯片概念;数据中心;空气能热泵;飞行汽车(eVTOL);低空经济;专精特新;比亚迪概念;新能源汽车;高铁;农机;烟草;光伏概念;换电概念;充电桩;储能;风电;回购增持再贷款概念,33,19,300594.SZ
688595,MCU芯片;汽车芯片;AI PC;AI眼镜;芯片概念;消费电子概念;星闪概念;小米概念;传感器;物联网;华为概念;无人机;专精特新;鸿蒙概念;机器人概念;锂电池概念;沪股通;融资融券,17,18,688595.SH
600367,小金属概念;钠离子电池;西部大开发;国企改革;锂电池概念;固态电池;沪股通;融资融券,17,8,600367.SH
002845,MiniLED;MicroLED概念;柔性屏(折叠屏);汽车电子;智能穿戴;消费电子概念;OLED;富士康概念;小米概念;先进封装;机器视觉;芯片概念;虚拟现实;智能家居;无人驾驶;机器人概念;华为概念;粤港澳大湾区;无人机;低空经济;固态电池;回购增持再贷款概念;广东自贸区;深股通,33,24,002845.SZ
920078,商业航天;核污染防治;专精特新;新股与次新股;融资融券,151,5,920078.BJ
688700,PCB概念;PET铜箔;华为手机;芯片概念;固态电池;锂电池概念;专精特新;2025年报预增;光伏概念;高端装备;海峡两岸;HJT电池;融资融券;沪股通,17,14,688700.SH
300834,专精特新;粤港澳大湾区;融资融券,33,3,300834.SZ
920726,乡村振兴;超级品牌;融资融券,151,3,920726.BJ
688522,卫星导航;同花顺新质50;毫米波雷达;军工;低空经济;MCU芯片;芯片概念;专精特新;2025年报预增;沪股通;融资融券,17,11,688522.SH
600456,航空发动机;大飞机;国产航母;商业航天;军工;小金属概念;3D打印;核电;无人机;海工装备;苹果概念;燃料电池;回购增持再贷款概念;西部大开发;国企改革;融资融券;沪股通,17,17,600456.SH
920489,融资融券;国企改革;可降解塑料;光刻胶;专精特新,151,5,920489.BJ
600378,磷化工;氟化工概念;国产航母;PVDF概念;中芯国际概念;央企国企改革;锂电池概念;氢能源;大飞机;固态电池;燃料电池;军工;芯片概念;PCB概念;新能源汽车;商业航天;西部大开发;俄乌冲突概念;国企改革;碳中和;液冷服务器;钠离子电池;碳交易;页岩气;股权转让(并购重组);沪股通;融资融券,17,27,600378.SH
300725,CRO概念;智能医疗;创新药;合成生物;人工智能;AI应用;人民币贬值受益;深股通;融资融券,33,9,300725.SZ
002468,统一大市场;智能物流;长三角一体化;回购增持再贷款概念;乡村振兴;人工智能;数字经济;阿里巴巴概念;深股通;2026一季报预增;融资融券,33,11,002468.SZ
603989,5G;液冷服务器;比亚迪概念;新能源汽车;数据中心;机器人概念;高压快充;军工;华为概念;低空经济;充电桩;储能;固态电池;新疆振兴;沪股通;融资融券,17,16,603989.SH
920159,生态农业;AI应用;合成生物;化肥;数字乡村;新股与次新股;融资融券,151,7,920159.BJ
301487,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;比亚迪概念;新能源汽车;人形机器人;机器人概念;消费电子概念;深股通;融资融券,33,12,301487.SZ
920656,宠物经济;融资融券,151,2,920656.BJ
002317,禽流感;猴痘概念;流感;肝炎概念;仿制药一致性评价;创新药;幽门螺杆菌概念;医药电商;减肥药;辅助生殖;眼科医疗;维生素;NMN概念;医疗器械概念;智能医疗;养老概念;数字经济;粤港澳大湾区;深股通;融资融券,33,20,002317.SZ
000776,期货概念;证金持股;深股通;融资融券;同花顺漂亮100,33,5,000776.SZ
688707,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;碳中和;低空经济;西部大开发;国企改革;央企国企改革;融资融券;沪股通,17,12,688707.SH
000936,创投;国企改革;参股银行;参股券商;深股通;融资融券,33,6,000936.SZ
300782,先进封装;6G概念;WiFi 6;无线耳机;芯片概念;消费电子概念;5G;智能穿戴;卫星导航;商业航天;小米概念;虚拟现实;物联网;智能家居;人民币贬值受益;同花顺漂亮100;融资融券;深股通,33,18,300782.SZ
002197,算力租赁;网络安全;数字水印;数据安全;信创;智慧政务;云计算;鸿蒙概念;数字货币;东数西算(算力);区块链;数据要素;移动支付;百度概念;腾讯概念;智慧城市;阿里巴巴概念;互联网金融;智慧灯杆;ChatGPT概念;数字经济;抖音概念(字节概念);DeepSeek概念;人工智能;华为概念;数据中心;职业教育;NFT概念;智能医疗;AI应用;机器人概念;粤港澳大湾区;芯片概念;充电桩;垃圾分类;乡村振兴;钠离子电池;深股通;摘帽,33,39,002197.SZ
600929,钠离子电池;固态电池;国企改革;回购增持再贷款概念;储能;消费电子概念;AI智能体;沪股通;融资融券,17,9,600929.SH
002376,无人零售;智能物流;物联网;机器人概念;新型工业化;传感器;机器视觉;人工智能;数字货币;换电概念;冷链物流;信创;智慧政务;芯片概念;锂电池概念;虚拟数字人;PCB概念;2026一季报预增;深股通;融资融券,33,20,002376.SZ
300798,染料;算力租赁;东数西算(算力);AI智能体,33,4,300798.SZ
688029,医疗器械概念;沪股通;融资融券,17,3,688029.SH
301190,染料;参股银行;幽门螺杆菌概念;深股通;融资融券,33,5,301190.SZ
920184,2025年报预增;人工智能;AI智能体;鸿蒙概念;融资融券;卫星导航;时空大数据;数字乡村;数据要素;空间计算;互联网保险;互联网金融;数据确权;数字经济;乡村振兴;DeepSeek概念,151,16,920184.BJ
301123,铜缆高速连接;共封装光学(CPO);PCB概念;液冷服务器;消费电子概念;汽车电子;新型烟草(电子烟);小米概念;比亚迪概念;新能源汽车;宁德时代概念;人形机器人;机器人概念;锂电池概念;储能;深股通;融资融券,33,17,301123.SZ
300102,商业航天;卫星导航;军工;MicroLED概念;第三代半导体;MiniLED;光伏概念;人脸识别;芯片概念;福建自贸区;消费电子概念;汽车电子;海峡两岸;共封装光学(CPO);智能家居;家用电器;深股通,33,17,300102.SZ
603915,减速器;人形机器人;机器人概念;高端装备;水利;海工装备;固废处理;光伏建筑一体化;融资融券;沪股通,17,10,603915.SH
600557,医药电商;流感;创新药;禽流感;毛发医疗;减肥药;智能医疗;养老概念;证金持股;沪股通;融资融券,17,11,600557.SH
603986,存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;无线耳机;传感器;小米概念;人形机器人;物联网;人民币贬值受益;光伏概念;锂电池概念;回购增持再贷款概念;融资融券;沪股通,17,16,603986.SH
300308,共封装光学(CPO);F5G概念;液冷服务器;中国AI 50;芯片概念;汽车电子;5G;同花顺新质50;数据中心;2025年报预增;无人驾驶;深股通;人民币贬值受益;创投;融资融券,33,15,300308.SZ
002755,创新药;仿制药一致性评价;幽门螺杆菌概念;流感;医药电商;融资融券;深股通,33,7,002755.SZ
605006,PCB概念;风电;国企改革,17,3,605006.SH
688045,MCU芯片;第三代半导体;AI眼镜;消费电子概念;芯片概念;小米概念;传感器;专精特新;粤港澳大湾区;储能;人形机器人;融资融券,17,12,688045.SH
000539,超超临界发电;绿色电力;风电;储能;国资云;参股保险;东数西算(算力);国企改革;光伏概念;粤港澳大湾区;期货概念;创投;海工装备;深股通;融资融券,33,15,000539.SZ
300921,算力租赁;云办公;云计算;数据安全;智慧政务;抖音概念(字节概念);东数西算(算力);网络安全;腾讯概念;信创;阿里巴巴概念;百度概念;AI智能体;区块链;数据中心;智慧城市;DeepSeek概念;数字经济;互联网金融;人工智能;华为概念;智能医疗;工业互联网;粤港澳大湾区;一带一路;融资融券,33,26,300921.SZ
002093,数字经济;鸿蒙概念;人工智能;数据要素;职业教育;互联网金融;DeepSeek概念;物联网;AI智能体;数据确权;华为概念;智能医疗;养老概念;福建自贸区;海峡两岸;5G;数据中心;6G概念;医疗器械概念;深股通;融资融券,33,21,002093.SZ
920183,专精特新;消费电子概念;新股与次新股;融资融券;人民币贬值受益,151,5,920183.BJ
600667,存储芯片;先进封装;OLED;芯片概念;数据中心;回购增持再贷款概念;光伏建筑一体化;绿色电力;国企改革;沪股通;融资融券,17,11,600667.SH
301072,新能源汽车;比亚迪概念;融资融券,33,3,301072.SZ
600731,农业种植;合成生物;乡村振兴;回购增持再贷款概念;国企改革;锂电池概念;人民币贬值受益;储能;商业航天,17,9,600731.SH
603879,农机;海峡两岸;机器人概念;低空经济;无人机;摘帽,17,6,603879.SH
000034,算力租赁;东数西算(算力);华为昇腾;云计算;数据安全;华为鲲鹏;网络安全;信创;智谱AI;英伟达概念;数据中心;腾讯概念;阿里巴巴概念;区块链;抖音概念(字节概念);AI智能体;鸿蒙概念;ChatGPT概念;液冷服务器;华为概念;AI PC;DeepSeek概念;华为海思概念股;数字孪生;物联网;人工智能;芯片概念;低空经济;消费电子概念;无人驾驶;机器人概念;乡村振兴;AI应用;回购增持再贷款概念;深股通;融资融券,33,36,000034.SZ
920931,专精特新;融资融券,151,2,920931.BJ
301382,云办公;云计算;云游戏;华为鲲鹏;数据安全;智慧政务;抖音概念(字节概念);AIGC概念;腾讯概念;AI智能体;阿里巴巴概念;东数西算(算力);数据要素;鸿蒙概念;元宇宙;蚂蚁集团概念;DeepSeek概念;智慧城市;人工智能;华为概念;数字经济;物联网;互联网金融;AI应用;5G;粤港澳大湾区;智能家居;华为手机;回购增持再贷款概念;深股通;融资融券,33,31,301382.SZ
600792,煤炭概念;煤化工概念;国企改革;西部大开发,17,4,600792.SH
603992,C2M概念;养老概念;人形机器人;智能家居;福建自贸区;人民币贬值受益;机器人概念;2026一季报预增;沪股通,17,9,603992.SH
002271,房屋检测;装配式建筑;建筑节能;光伏建筑一体化;地下管网;新型城镇化;高股息精选;冰雪产业;雄安新区;回购增持再贷款概念;同花顺中特估100;海工装备;一带一路;核电;高铁;绿色电力;石墨烯;水利;乡村振兴;光伏概念;抽水蓄能;同花顺漂亮100;储能;数字经济;充电桩;数据中心;深股通;融资融券,33,28,002271.SZ
300691,MicroLED概念;汽车电子;AI眼镜;消费电子概念;智能穿戴;智能座舱;虚拟现实;机器视觉;无人驾驶;安防;毫米波雷达;比亚迪概念;华为概念;新能源汽车;物联网;机器人概念;车联网(车路协同);无人机;智能物流;元宇宙;智慧城市;人工智能;深股通;融资融券,33,24,300691.SZ
688488,创新药;医药电商;专精特新;DeepSeek概念;沪股通;融资融券,17,6,688488.SH
603701,储能;农机;长安汽车概念;新能源汽车;汽车电子;智能座舱;乡村振兴;国企改革,17,8,603701.SH
688227,军工;芯片概念;东数西算(算力);华为概念;算力租赁;云计算;信创;华为欧拉;人工智能;智慧政务;AI智能体;数据要素;DeepSeek概念;区块链;数字经济;互联网金融;融资融券,17,17,688227.SH
000973,固态电池;锂电池概念;宁德时代概念;2026一季报预增;比亚迪概念;国企改革;OLED;航运概念;融资融券;粤港澳大湾区;证金持股;特高压;AI眼镜;深股通;股权转让(并购重组),33,15,000973.SZ
600719,国企改革,17,1,600719.SH
301122,医疗器械概念;辅助生殖;人民币贬值受益;融资融券,33,4,301122.SZ
002028,特高压;智能电网;超级电容;电力物联网;抽水蓄能;充电桩;储能;芯片概念;深股通;融资融券,33,10,002028.SZ
688768,多模态AI;ChatGPT概念;AI智能体;数据要素;人工智能;DeepSeek概念;传感器;工业互联网;机器人概念;专精特新;高端装备;AI应用;风电;融资融券,17,14,688768.SH
