所属概念,market_code,所属概念数量,股票代码,code
风电;ST板块;股权转让(并购重组);光伏建筑一体化;装配式建筑;横琴新区;粤港澳大湾区;AI眼镜;一带一路;智能穿戴;智慧城市;国企改革;虚拟现实;元宇宙,33,14,002047.SZ,002047
超级品牌;融资融券;乡村振兴,151,3,920726.BJ,920726
白酒概念;旅游概念;C2M概念;西部大开发;回购增持再贷款概念;融资融券;沪股通,17,7,600702.SH,600702
氢能源;东数西算(算力);液冷服务器;专精特新,33,4,300839.SZ,300839
新型工业化;传感器;机器人概念;机器视觉;无人机;专精特新;人形机器人;电力物联网;语音技术;智能穿戴;人工智能;智能电网;AI眼镜;东数西算(算力);DeepSeek概念;海工装备;储能;一带一路,33,18,300853.SZ,300853
绿色电力;氢能源;风电;海工装备;DeepSeek概念;沪股通;融资融券,17,7,688349.SH,688349
共封装光学(CPO);PCB概念;5G;毫米波雷达;汽车电子;华为概念;2025年报预增;工业互联网;2025三季报预增;沪股通;融资融券,17,11,688183.SH,688183
文化传媒概念;IP经济(谷子经济);旅游概念,33,3,000802.SZ,000802
ERP概念;AI智能体;抖音概念(字节概念);云计算;区块链;腾讯概念;阿里巴巴概念;移动支付;跨境支付(CIPS);AI应用;DeepSeek概念;人工智能;旅游概念;京津冀一体化;证金持股;深股通;融资融券,33,17,002153.SZ,002153
污水处理;一带一路;国企改革;回购增持再贷款概念;高铁;央企国企改革;高端装备;军工;沪股通;融资融券,17,10,600495.SH,600495
金属钴;金属镍;小金属概念;稀土永磁;金属铜;金属回收;黄金概念;动力电池回收;钠离子电池;固态电池;锂电池概念;宁德时代概念;石墨烯;汽车拆解概念;特斯拉概念;回购增持再贷款概念;储能;固废处理;比亚迪概念;氢能源;燃料电池;新能源汽车;一带一路;专精特新;污水处理;土壤修复;垃圾分类;机器人概念;碳中和;低空经济;粤港澳大湾区;深股通;融资融券,33,33,002340.SZ,002340
AI手机;商业航天;无人机;智能音箱;低空经济;5G;人形机器人;智能穿戴;AI眼镜;同花顺果指数;AI PC;小米概念;无线耳机;无线充电;英伟达概念;消费电子概念;3D打印;虚拟现实;富士康概念;华为概念;机器人概念;减速器;柔性屏(折叠屏);液冷服务器;比亚迪概念;碳纤维;苹果概念;新能源汽车;人工智能;共封装光学(CPO);海峡两岸;充电桩;光伏概念;储能;人民币贬值受益;回购增持再贷款概念;稀土永磁;深股通;融资融券,33,39,002600.SZ,002600
一带一路;跨境电商;专精特新;宠物经济;融资融券,33,5,301057.SZ,301057
期货概念;国企改革;央企国企改革;融资融券;深股通,33,5,002939.SZ,002939
医疗废物处理;净水概念;污水处理;PPP概念;雄安新区;土壤修复;垃圾分类;固废处理;碳中和;食品安全;西部大开发;国企改革;消毒剂;无人驾驶;动力电池回收;天然气,33,16,300422.SZ,300422
数据中心;专精特新;2025年报预增;新能源汽车;空气能热泵;人工智能;污水处理;共同富裕示范区;中俄贸易概念;深股通;融资融券,33,11,301317.SZ,301317
工业互联网;充电桩;新能源汽车;汽车电子;专精特新;新股与次新股;融资融券,151,7,920168.BJ,920168
数字乡村;融资融券;股权转让(并购重组);物联网;水利;国企改革;农机;乡村振兴;专精特新,151,9,920964.BJ,920964
物联网;电子竞技;水利;拼多多概念;无人驾驶;创投;阿里巴巴概念;5G;芯片概念;手机游戏;毫米波雷达;WiFi 6;光纤概念;股权转让(并购重组),33,14,300710.SZ,300710
星闪概念;智能座舱;机器视觉;安防;车联网(车路协同);虚拟现实;物联网;无人驾驶;智能家居;机器人概念;传感器;人脸识别;工业互联网;低空经济;毫米波雷达;新型工业化;汽车电子;人工智能;智慧城市;鸿蒙概念;智慧灯杆;无人机;数字孪生;5G;DeepSeek概念;智能物流;信创;数字经济;网络安全;东数西算(算力);数据要素;时空大数据;AI智能体;数据中心;数据安全;华为昇腾;OLED;华为鲲鹏;人民币贬值受益;MiniLED;网约车;多模态AI;卫星导航;云计算;MicroLED概念;充电桩;水利;海工装备;养老概念;存储芯片;智能电网;乡村振兴;PPP概念;AI应用;证金持股;深股通;融资融券,33,57,002236.SZ,002236
一体化压铸;人形机器人;新能源汽车;机器人概念;人民币贬值受益;回购增持再贷款概念;同花顺出海50;沪股通;融资融券,17,9,600933.SH,600933
水泥概念;装配式建筑;雄安新区;新疆振兴;国企改革;同花顺中特估100;一带一路;西部大开发;央企国企改革;数字经济;数据要素;风电;核电;3D打印;深股通;融资融券,33,16,002302.SZ,002302
传感器;汽车热管理;工业互联网;机器人概念;人形机器人;中俄贸易概念;碳中和;比亚迪概念;新能源汽车;股权转让(并购重组);融资融券,33,11,300912.SZ,300912
电子身份证;移动支付;智慧政务;智谱AI;数字货币;信创;AI智能体;数据要素;数据确权;区块链;腾讯概念;智慧城市;职业教育;抖音概念(字节概念);数字经济;AI语料;人工智能;DeepSeek概念;物联网;华为概念;东数西算(算力);智能医疗;京津冀一体化;粤港澳大湾区;乡村振兴;AI应用;农村电商,33,27,002908.SZ,002908
减速器;人形机器人;工业母机;新能源汽车;比亚迪概念;机器人概念;专精特新;家用电器;智能家居;安防;共同富裕示范区;深股通;融资融券,33,13,001306.SZ,001306
跨境电商;人民币贬值受益;专精特新;减速器;锂电池概念;融资融券,33,6,301353.SZ,301353
文化传媒概念;在线教育;IP经济(谷子经济);人工智能;AI应用;参股银行;国企改革;沪股通;融资融券,17,9,601900.SH,601900
文化传媒概念;IP经济(谷子经济);虚拟数字人;元宇宙;旅游概念;虚拟现实;低空经济;深股通;融资融券,33,9,300860.SZ,300860
智慧政务;网络安全;DeepSeek概念;东数西算(算力);车联网(车路协同);养老概念;创投;数据中心;新型城镇化;军工信息化;AI应用;5G;无人机;军工;一带一路,33,15,300597.SZ,300597
净水概念;人工智能;长三角一体化;智能家居;家用电器;无人驾驶;深股通,33,7,002677.SZ,002677
富士康概念;5G;WiFi 6;专精特新;海峡两岸;数据中心;充电桩;小米概念;新能源汽车;比亚迪概念;高压快充;无人驾驶;数字货币;融资融券,33,14,301577.SZ,301577
钠离子电池;同花顺漂亮100;固态电池;动力电池回收;宁德时代概念;锂电池概念;储能;同花顺出海50;特斯拉概念;小米汽车;长安汽车概念;华为汽车;新能源汽车;换电概念;同花顺新质50;融资融券;深股通,33,17,300750.SZ,300750
人民币贬值受益;医疗器械概念;医药电商;跨境电商;沪股通;融资融券,17,6,603301.SH,603301
医药电商;宠物经济;上海国企改革;国企改革,17,4,600833.SH,600833
黄金概念;金属回收;雅下水电概念;锂电池概念;固废处理;一带一路;高端装备;专精特新;机器视觉;融资融券,33,10,001360.SZ,001360
华为汽车;小米汽车;智能座舱;传感器;小米概念;比亚迪概念;机器视觉;特斯拉概念;新能源汽车;回购增持再贷款概念;沪股通;融资融券,17,12,603035.SH,603035
数字经济;融资融券;新股与次新股,151,3,920003.BJ,920003
注册制次新股;长安汽车概念;共同富裕示范区;传感器;新能源汽车;比亚迪概念;专精特新;无人驾驶;汽车电子;新股与次新股;融资融券,17,11,603376.SH,603376
青蒿素;NMN概念;合成生物;维生素;钠离子电池;辅助生殖;创新药;医美概念;医药电商;肝炎概念;回购增持再贷款概念;储能;沪股通;融资融券,17,14,600216.SH,600216
租售同权;物业管理;智能物流;物联网;芯片概念;固态电池;融资融券,33,7,000056.SZ,000056
数字货币;跨境支付(CIPS);移动支付;电子身份证;蚂蚁集团概念;区块链;互联网金融;鸿蒙概念;AI智能体;数据要素;华为鲲鹏;数字经济;人脸识别;阿里巴巴概念;云计算;DeepSeek概念;ETC;人工智能;多模态AI;数字乡村;智慧城市;食品安全;物联网;安防;华为概念;AI应用;机器视觉;乡村振兴;福建自贸区;海峡两岸;芯片概念;证金持股;深股通;融资融券,33,34,000997.SZ,000997
天然气;氢能源;西部大开发;国企改革;碳中和;充电桩;沪股通,17,7,603053.SH,603053
智能电网;充电桩;光伏概念;储能;数据中心;新能源汽车;比亚迪概念;东数西算(算力);数字孪生;无人机;低空经济;融资融券,33,12,300932.SZ,300932
期货概念;证金持股;深股通;融资融券;2025年报预增,33,5,000686.SZ,000686
转基因;玉米;大豆;粮食概念;俄乌冲突概念;农业种植;乡村振兴;国企改革;央企国企改革;一带一路;融资融券;深股通,33,12,300087.SZ,300087
注册制次新股;减速器;小米汽车;小米概念;新能源汽车;深股通;新股与次新股;融资融券,33,8,301656.SZ,301656
注册制次新股;参股银行;一带一路;新股与次新股;融资融券,17,5,603406.SH,603406
空气能热泵;家用电器;燃料电池;高端装备;光伏概念;锂电池概念;深股通,33,7,300441.SZ,300441
食品安全;西部大开发;国企改革,17,3,600793.SH,600793
足球概念;智慧政务;多模态AI;人脸识别;数字乡村;智慧城市;人工智能;数据安全;养老概念;安防;工业互联网;物联网;智能家居;机器视觉;机器人概念;无人机;无人驾驶;汽车电子;国企改革;同花顺漂亮100;证金持股;回购增持再贷款概念;央企国企改革;AI应用;光纤概念;深股通;融资融券;同花顺出海50,33,28,002415.SZ,002415
乳业;海峡两岸;沪股通,17,3,605339.SH,605339
航空发动机;大飞机;商业航天;军工;无人机;低空经济;碳纤维;飞行汽车(eVTOL);高端装备;高铁;工业母机;人形机器人;央企国企改革;创投;国企改革;沪股通;中字头股票;融资融券,17,18,600862.SH,600862
数据中心;军工;海工装备;金属回收;金属锌;股权转让(并购重组),33,6,002760.SZ,002760
减速器;华为汽车;长安汽车概念;汽车热管理;飞行汽车(eVTOL);机器人概念;新能源汽车;比亚迪概念;无人驾驶;低空经济;共同富裕示范区;数字经济;融资融券;沪股通,17,14,603178.SH,603178
牙科医疗;民营医院;医美概念;辅助生殖;智能医疗;DeepSeek概念;AI应用;沪股通;融资融券,17,9,600763.SH,600763
蚂蚁集团概念;智能医疗;养老概念;三胎概念;血氧仪;医疗器械概念;幽门螺杆菌概念;眼科医疗;雅下水电概念;消毒剂;深股通;融资融券,33,12,002223.SZ,002223
免税店;证金持股;沪股通;融资融券,17,4,600694.SH,600694
预制菜;统一大市场;冷链物流;跨境电商;乡村振兴;智能物流;回购增持再贷款概念;腾讯概念;抖音概念(字节概念);华为概念,17,10,601366.SH,601366
智能家居;创投;家用电器;机器人概念;人形机器人;深股通;融资融券,33,7,300894.SZ,300894
MicroLED概念;MiniLED;第三代半导体;芯片概念;深股通,33,5,300708.SZ,300708
医疗废物处理;生物质能发电;土壤修复;污水处理;PPP概念;固废处理;充电桩;智能电网;PM2.5;新型城镇化;风电;碳中和;雄安新区;储能;光伏建筑一体化;比亚迪概念;AI智能体;金属回收;小金属概念,33,19,300187.SZ,300187
ST板块;新型城镇化;核电;光热发电;PPP概念;碳中和;储能;生物质能发电;一带一路;西部大开发;固废处理;绿色电力;超超临界发电,33,13,002630.SZ,002630
MicroLED概念;MiniLED;商业航天;MR(混合现实);柔性屏(折叠屏);小红书概念;元宇宙;军工;智慧城市;华为概念;体育产业;人民币贬值受益,33,12,300269.SZ,300269
ST板块;西部大开发;乡村振兴;参股银行;仿制药一致性评价;民营医院;流感;肝炎概念;创新药;医疗器械概念;智能医疗;腾讯概念,33,12,002424.SZ,002424
国企改革;参股保险;统一大市场;参股银行;期货概念;大豆;化债概念(AMC概念);小金属概念;一带一路;汽车拆解概念;养老概念;医美概念;共同富裕示范区;跨境电商;辅助生殖;DeepSeek概念;小米汽车;脑机接口;机器人概念;储能;沪股通;融资融券,17,22,600704.SH,600704
信创;AI智能体;DeepSeek概念;网络安全;军工信息化;虚拟数字人;云计算;军工;专精特新;军民融合;数据中心;AI应用;融资融券,17,13,688132.SH,688132
锂电池概念;PEEK材料;3D打印;2025年报预增;深股通;融资融券,33,6,301069.SZ,301069
期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通,17,6,600369.SH,600369
房屋检测;雄安新区;水利;碳交易;土壤修复;国企改革;碳中和;光伏建筑一体化;核污染防治;雅下水电概念;央企国企改革;核电;光伏概念;商业航天;沪股通,17,15,603060.SH,603060
国产航母;军民融合;军工;商业航天;海工装备;机器人概念;专精特新;核电;国企改革;储能;风电;摘帽,33,12,300600.SZ,300600
MCU芯片;汽车芯片;存储芯片;无线耳机;汽车电子;芯片概念;第三代半导体;无线充电;共封装光学(CPO);智能家居;物联网;低空经济;充电桩;长三角一体化;锂电池概念;智能电网;国企改革;央企国企改革;沪股通;融资融券,17,20,600171.SH,600171
MCU芯片;存储芯片;汽车芯片;商业航天;芯片概念;量子科技;军工;脑机接口;2025年报预增;人形机器人;东数西算(算力);无人驾驶;机器人概念;人工智能;央企国企改革;西部大开发;国企改革;沪股通;融资融券,17,19,688709.SH,688709
国企改革;锂电池概念;储能;盐湖提锂;工业互联网;海峡两岸;沪股通;融资融券,17,8,601065.SH,601065
云办公;Web3.0;AIGC概念;数据确权;智慧政务;蚂蚁集团概念;抖音概念(字节概念);在线教育;AI应用;阿里巴巴概念;信创;区块链;智能医疗;DeepSeek概念;互联网金融;人工智能;华为概念;化债概念(AMC概念);机器视觉;上海自贸区;机器人概念;融资融券;沪股通,17,23,603918.SH,603918
MiniLED;MicroLED概念;虚拟现实;安防;智慧城市;专精特新;OLED;智能电网;国企改革,33,9,300076.SZ,300076
芯片概念;机器人概念;农机;海工装备;2025年报预增;股权转让(并购重组);融资融券,33,7,301161.SZ,301161
装配式建筑;新型城镇化;粤港澳大湾区;一带一路;低空经济;数字经济;人工智能;文化传媒概念;百度概念,33,9,002949.SZ,002949
预制菜;白酒概念;网红经济;IP经济(谷子经济);超级品牌;职业教育;NFT概念;京津冀一体化;雄安新区;国企改革,33,10,002186.SZ,002186
