market_code,所属概念,所属概念数量,股票代码,code
33,财税数字化;华为鲲鹏;信创;云计算;智慧政务;数据安全;鸿蒙概念;国资云;国产操作系统;AI智能体;网络安全;数据要素;时空大数据;AIGC概念;DRG/DIP;数字乡村;数字货币;阿里巴巴概念;互联网金融;DeepSeek概念;数字经济;人工智能;智慧城市;跨境支付(CIPS);东数西算(算力);数字孪生;安防;智能医疗;华为概念;物联网;军工信息化;工业互联网;无人驾驶;数据中心;体育产业;芯片概念;新型工业化;汽车电子;水利;回购增持再贷款概念;雄安新区;国企改革;电力物联网;央企国企改革;AI应用;雅下水电概念;深股通;融资融券,48,002368.SZ,002368
33,卫星导航;商业航天;时空大数据;低空经济;数据要素;飞行汽车(eVTOL);人脸识别;智慧城市;人工智能;东数西算(算力);安防;MCU芯片;汽车芯片;芯片概念;横琴新区;数据中心;专精特新;粤港澳大湾区;存储芯片;国企改革;地下管网;深股通;融资融券,23,300053.SZ,300053
17,眼科医疗;医药电商;基因测序;医疗器械概念;消毒剂;西部大开发;智慧城市,7,600538.SH,600538
22,数据要素;无人驾驶;ST板块;生态农业;乡村振兴;共同富裕示范区;农机;机器人概念;无人机;新疆振兴,10,603789.SH,603789
17,存储芯片;芯片概念;钙钛矿电池;传感器;光伏概念;人形机器人;特高压;智能电网;机器人概念;电力物联网;储能;物联网;虚拟电厂;区块链;沪股通;融资融券,16,688611.SH,688611
33,文化传媒概念;AIGC概念;元宇宙;数据要素;IP经济(谷子经济);网红经济;人工智能;数字经济;三胎概念;AI应用;深股通;融资融券,12,301052.SZ,301052
33,智能穿戴;柔性屏(折叠屏);消费电子概念;储能;深股通;融资融券,6,301051.SZ,301051
33,煤炭概念;超超临界发电;国企改革;西部大开发;回购增持再贷款概念;充电桩;换电概念;深股通;融资融券,9,001286.SZ,001286
33,军工;核电;海工装备;商业航天;专精特新;水利;机器人概念;新能源汽车;储能;氢能源;西部大开发;国企改革;绿色电力;氟化工概念;煤化工概念;天然气;深股通,17,300470.SZ,300470
17,MCU芯片;芯片概念;充电桩;电力物联网;智能电网;华为概念;鸿蒙概念;光伏概念;储能;虚拟电厂,10,603421.SH,603421
33,中国AI 50;抖音概念(字节概念);算力租赁;东数西算(算力);数据中心;液冷服务器;京津冀一体化;机器人概念;2025年报预增;回购增持再贷款概念;融资融券;深股通,12,300442.SZ,300442
17,物联网;新型城镇化;智慧城市;安防;人脸识别;智能家居;华为概念;数据要素,8,605268.SH,605268
17,煤化工概念;国企改革;融资融券;京津冀一体化;风电,5,600722.SH,600722
33,电力物联网;智能电网;虚拟电厂;高压快充;充电桩;储能;物联网;传感器;专精特新;鸿蒙概念;融资融券,11,300880.SZ,300880
17,共封装光学(CPO);F5G概念;5G;芯片概念;数据中心;东数西算(算力);专精特新;沪股通;融资融券,9,688205.SH,688205
151,中俄贸易概念;页岩气;专精特新;西部大开发;融资融券;天然气,6,920260.BJ,920260
17,天然气;新疆振兴;氢能源;西部大开发;股权转让(并购重组),5,603080.SH,603080
33,军民融合;核污染防治;军工;核电;无人机;高端装备;低空经济;专精特新;机器人概念;京津冀一体化;食品安全;融资融券,12,300875.SZ,300875
33,电子纸;家用电器;智能家居;柔性屏(折叠屏);虚拟现实;充电桩;汽车电子;智能穿戴;人民币贬值受益;消费电子概念;新能源汽车;数字经济;数字货币,13,002952.SZ,002952
33,共同富裕示范区;长三角一体化,2,001333.SZ,001333
33,钠离子电池;BC电池;固态电池;锂电池概念;光伏概念;储能;光伏建筑一体化;智能电网;特斯拉概念;新能源汽车;露营经济;人民币贬值受益;机器人概念;网红经济;深股通;融资融券,16,301327.SZ,301327
17,军民融合;军工信息化;军工;低空经济;央企国企改革;专精特新;国企改革;沪股通;融资融券,9,688552.SH,688552
22,ST板块;PPP概念;新型城镇化;装配式建筑;建筑节能;光伏建筑一体化,6,603828.SH,603828
33,页岩气;天然气;俄乌冲突概念;氢能源;深股通;融资融券;碳纤维;石墨烯;燃料电池;跨境电商;核电,11,002221.SZ,002221
33,乳业;三胎概念;跨境电商;宠物经济;网红经济;共同富裕示范区;养老概念;回购增持再贷款概念;DeepSeek概念;NFT概念;深股通;融资融券,12,002570.SZ,002570
33,云计算;智慧政务;ChatGPT概念;信创;数字货币;云办公;鸿蒙概念;区块链;算力租赁;AIGC概念;元宇宙;数据要素;阿里巴巴概念;百度概念;腾讯概念;语音技术;东数西算(算力);DeepSeek概念;人工智能;智能医疗;华为概念;物联网;数据中心;无人机;5G;养老概念;机器人概念;AI应用;跨境电商;比亚迪概念;三胎概念;一带一路;深股通;融资融券,34,002123.SZ,002123
33,净水概念;独角兽概念;光纤概念;储能;污水处理,5,000890.SZ,000890
17,天然气;氢能源;西部大开发;国企改革;碳中和;充电桩;沪股通,7,603053.SH,603053
17,煤炭概念;国企改革;沪股通;融资融券,4,601001.SH,601001
17,页岩气;天然气;氢能源;西部大开发;国企改革;沪股通;融资融券,7,600903.SH,600903
33,机器人概念;物联网;股权转让(并购重组),3,300720.SZ,300720
33,净水概念;空气能热泵;氢能源;一带一路;家用电器;创投;智能家居;粤港澳大湾区;独角兽概念;人工智能;DeepSeek概念;短剧游戏;华为概念;AIGC概念;百度概念;深股通;融资融券,17,002543.SZ,002543
17,天然气;氢能源;一带一路;国企改革;股权转让(并购重组);专精特新;融资融券,7,603318.SH,603318
17,共封装光学(CPO);F5G概念;液冷服务器;WiFi 6;5G;华为概念;2025年报预增;工业互联网;人民币贬值受益;物联网;智能家居;一带一路;沪股通;融资融券,14,603083.SH,603083
33,天然气;证金持股;地下管网;国企改革;深股通;融资融券;西部大开发,7,002267.SZ,002267
33,物联网;数据要素;数字孪生;机器视觉;人工智能;专精特新;数字经济;新型工业化;DeepSeek概念;机器人概念;智能物流;工业互联网;比亚迪概念;新能源汽车;宁德时代概念;统一大市场;深股通;股权转让(并购重组),18,300486.SZ,300486
17,抽水蓄能;绿色电力;风电;国企改革;氢能源;沪股通;融资融券,7,600032.SH,600032
17,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,5,601699.SH,601699
33,国资云;虚拟电厂;华为鲲鹏;云计算;财税数字化;华为昇腾;ERP概念;信创;区块链;数据要素;智谱AI;阿里巴巴概念;智能电网;百度概念;AI智能体;多模态AI;腾讯概念;DeepSeek概念;鸿蒙概念;数字经济;碳交易;互联网金融;数字货币;虚拟数字人;人工智能;AIGC概念;元宇宙;安防;华为概念;充电桩;碳中和;储能;创投;军工;军工信息化;机器人概念;横琴新区;粤港澳大湾区;军民融合;光伏概念;央企国企改革;国企改革;AI应用;深股通;融资融券,45,002063.SZ,002063
17,PCB概念;PET铜箔;液冷服务器;工业母机;专精特新;注册制次新股;新股与次新股;融资融券,8,603124.SH,603124
17,共封装光学(CPO);F5G概念;光纤概念;5G;芯片概念;数据中心;2025年报预增;专精特新;沪股通;融资融券,10,688313.SH,688313
17,天然气;国企改革;融资融券,3,600333.SH,600333
33,华为汽车;比亚迪概念;新能源汽车;一带一路;汽车电子;深股通;融资融券,7,300893.SZ,300893
151,专精特新;新股与次新股;融资融券,3,920078.BJ,920078
17,可燃冰;页岩气;天然气;煤化工概念;同花顺中特估100;中字头股票;证金持股;沪股通;融资融券;央企国企改革;氢能源;国企改革;一带一路;回购增持再贷款概念;充电桩,15,600028.SH,600028
33,粤港澳大湾区;专精特新;深股通;融资融券,4,301618.SZ,301618
17,光伏建筑一体化;绿色电力;虚拟电厂;光伏概念;储能;充电桩;回购增持再贷款概念;长三角一体化;共同富裕示范区;沪股通;融资融券,11,603105.SH,603105
17,旅游概念;跨境电商;5G;消费电子概念;数据中心;柔性屏(折叠屏);东数西算(算力);人民币贬值受益;医疗器械概念;算力租赁;养老概念;液冷服务器;国企改革;股权转让(并购重组),14,600156.SH,600156
33,特高压;固态电池,2,001207.SZ,001207
17,土壤修复;净水概念;液冷服务器;碳中和;污水处理;固废处理;绿色电力;融资融券,8,688679.SH,688679
17,算力租赁;智谱AI;华为欧拉;云计算;华为鲲鹏;信创;网络安全;智慧政务;东数西算(算力);英伟达概念;数据中心;DeepSeek概念;数字经济;华为概念;物联网;互联网金融;低空经济;无人驾驶;融资融券,19,688316.SH,688316
17,可燃冰;俄乌冲突概念;页岩气;天然气;央企国企改革;国企改革;碳中和;氢能源;一带一路;雄安新区;海工装备;融资融券;沪股通,13,600871.SH,600871
33,钠离子电池;固态电池;动力电池回收;锂电池概念;盐湖提锂;石墨烯;华为手机;新型烟草(电子烟);两轮车;无线充电;储能;苹果概念;无线耳机;金属回收;AI眼镜;消费电子概念;高压快充;新能源汽车;智能穿戴;星闪概念;小米概念;智能音箱;汽车电子;虚拟电厂;机器人概念;华为概念;工业互联网;粤港澳大湾区;虚拟现实;换电概念;一带一路;低空经济;无人机;智能家居;数字孪生;数字经济;创投;DeepSeek概念;人工智能;深股通;融资融券,41,300207.SZ,300207
33,天然气;西部大开发;物联网,3,001299.SZ,001299
33,华为鲲鹏;信创;数字货币;数据确权;互联网金融;数据要素;百度概念;区块链;语音技术;人工智能;华为概念;跨境电商;机器人概念;5G;粤港澳大湾区;参股券商;碳中和;AI应用;深股通;股权转让(并购重组);融资融券,21,300085.SZ,300085
33,液冷服务器;富士康概念;AI PC;消费电子概念;AI手机;AI眼镜;无线充电;小米概念;汽车热管理;小米汽车;比亚迪概念;新能源汽车;专精特新;储能;石墨烯;华为概念;机器人概念;智能家居;一带一路;深股通;融资融券,21,301489.SZ,301489
17,安防;无人机;职业教育;低空经济;阿里巴巴概念;国企改革;沪股通;融资融券,8,603373.SH,603373
17,虚拟电厂;超超临界发电;碳交易;绿色电力;风电;核电;煤炭概念;碳中和;央企国企改革;国企改革;融资融券;沪股通,12,600744.SH,600744
17,物业管理;抖音概念(字节概念);文化传媒概念;摘帽,4,600234.SH,600234
17,煤化工概念;煤炭概念;POE胶膜;氢能源;碳中和;西部大开发;2025年报预增;DeepSeek概念;跨境电商;融资融券;沪股通,11,600989.SH,600989
17,可降解塑料;碳中和;固废处理;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,7,688087.SH,688087
33,特色小镇;ST板块;旅游概念,3,002485.SZ,002485
33,算力租赁;云计算;华为昇腾;网络安全;信创;东数西算(算力);阿里巴巴概念;数据要素;抖音概念(字节概念);智慧城市;互联网金融;人工智能;华为概念;数据中心;京津冀一体化;参股银行;深股通,17,300231.SZ,300231
33,啤酒概念;海峡两岸;回购增持再贷款概念;股权转让(并购重组),4,002969.SZ,002969
33,细胞免疫治疗;减肥药;CRO概念;猴痘概念;辅助生殖;创新药;肝炎概念;幽门螺杆菌概念;仿制药一致性评价;智能医疗;流感;医疗器械概念;合成生物;工业大麻;三胎概念;人工智能;区块链;粤港澳大湾区;华为概念;创投;人民币贬值受益;深股通;融资融券,23,300199.SZ,300199
17,智能座舱;无人驾驶;毫米波雷达;长安汽车概念;机器人概念;消费电子概念;特斯拉概念;新能源汽车;数字经济;燃料电池;充电桩;沪股通,12,605228.SH,605228
17,中芯国际概念;光刻机;芯片概念;PM2.5;沪股通;融资融券,6,688376.SH,688376
17,知识产权保护;文化传媒概念;NFT概念;虚拟数字人;数据要素;数字经济;国企改革;一带一路;同花顺中特估100;沪股通;中字头股票;融资融券,12,601949.SH,601949
33,PEEK材料;3D打印;光伏概念;人形机器人;减速器;机器人概念;回购增持再贷款概念;一带一路;深股通;融资融券,10,301216.SZ,301216
17,光伏建筑一体化;光伏概念;建筑节能;绿色电力;福建自贸区;储能;海峡两岸;回购增持再贷款概念;机器人概念;新疆振兴;人工智能;融资融券,12,603628.SH,603628
33,英伟达概念;存储芯片;EDR概念;共封装光学(CPO);智能音箱;算力租赁;东数西算(算力);云游戏;AI眼镜;云计算;芯片概念;智能穿戴;数据中心;消费电子概念;小米概念;汽车电子;腾讯概念;AI智能体;车联网(车路协同);人脸识别;安防;AIGC概念;物联网;2025年报预增;人形机器人;人工智能;DeepSeek概念;机器人概念;短剧游戏;AI应用;智能家居;粤港澳大湾区;网络游戏;人民币贬值受益;家用电器;跨境电商;净水概念;融资融券;深股通,39,300857.SZ,300857
33,共封装光学(CPO);5G;中国AI 50;芯片概念;数据中心;2025年报预增;深股通;人民币贬值受益;西部大开发;融资融券,10,300502.SZ,300502
33,ST板块;医疗器械概念;安防;燃料电池;数据安全;网络安全;数字经济;NFT概念;信创;区块链;光伏概念,11,002808.SZ,002808
17,数据中心;存储芯片;房屋检测;水利;新型城镇化;芯片概念;污水处理;共同富裕示范区;碳中和;PPP概念;地下管网;特色小镇,12,603316.SH,603316
17,芯片概念;专精特新;氢能源;商业航天;华为概念;数字孪生;粤港澳大湾区;国企改革;沪股通;融资融券,10,688548.SH,688548
33,芬太尼;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;医药电商;辅助生殖;宠物经济;工业大麻;三胎概念;医疗器械概念;智能医疗;食品安全;腾讯概念;粤港澳大湾区;DeepSeek概念;人工智能;AI应用;深股通;融资融券,21,300482.SZ,300482
33,快手概念;小红书概念;拼多多概念;短剧游戏;Web3.0;虚拟数字人;文化传媒概念;抖音概念(字节概念);AIGC概念;云办公;IP经济(谷子经济);腾讯概念;财税数字化;元宇宙;AI智能体;百度概念;阿里巴巴概念;预制菜;区块链;数字经济;人工智能;DeepSeek概念;虚拟现实;京津冀一体化;AI应用,25,002995.SZ,002995
33,ST板块;PPP概念;跨境电商;人民币贬值受益;储能,5,300301.SZ,300301
33,维生素;仿制药一致性评价;数字经济;股权转让(并购重组);融资融券,5,301281.SZ,301281
17,算力租赁;云计算;中国AI 50;腾讯概念;国资云;东数西算(算力);阿里巴巴概念;百度概念;蚂蚁集团概念;数据中心;液冷服务器;国企改革;沪股通;融资融券,14,603881.SH,603881
33,血氧仪;共封装光学(CPO);充电桩;核污染防治;PM2.5;华为鲲鹏;储能;光伏概念;DeepSeek概念;食品安全;AI智能体;物联网;核电;鸿蒙概念;AI眼镜;智能穿戴;流感;智能医疗;人民币贬值受益;医疗器械概念;新能源汽车,21,002980.SZ,002980
