股票代码,所属概念,code,所属概念数量,market_code
601222.SH,光伏建筑一体化;虚拟电厂;绿色电力;智能电网;TOPCON电池;风电;电力物联网;光伏概念;储能;氢能源;充电桩;华为数字能源;锂电池概念;物联网;量子科技;华为概念;人工智能;飞行汽车(eVTOL);蚂蚁集团概念;区块链;低空经济;沪股通;融资融券,601222,23,17
920159.BJ,AI应用;合成生物;化肥;数字乡村;新股与次新股;融资融券,920159,6,151
600011.SH,超超临界发电;绿色电力;证金持股;央企国企改革;风电;碳中和;国企改革;核电;沪股通;融资融券,600011,10,17
920571.BJ,福建自贸区;低空经济;海峡两岸;航运概念;融资融券;人民币贬值受益,920571,6,151
300855.SZ,航空发动机;大飞机;特钢概念;核电;军民融合;军工;专精特新;融资融券;深股通,300855,9,33
300750.SZ,钠离子电池;同花顺漂亮100;固态电池;动力电池回收;宁德时代概念;储能;锂电池概念;同花顺出海50;长安汽车概念;特斯拉概念;换电概念;小米汽车;华为汽车;新能源汽车;同花顺新质50;融资融券;深股通,300750,17,33
601089.SH,创新药;辅助生殖;仿制药一致性评价;医疗器械概念;沪股通,601089,5,17
002196.SZ,人形机器人;特斯拉概念;新能源汽车;汽车电子;机器人概念;无人机;航空发动机;家用电器;低空经济;共同富裕示范区;一带一路;国企改革,002196,12,33
300772.SZ,绿色电力;风电;储能;氢能源;碳中和;海工装备;国企改革;东数西算(算力);云计算;DeepSeek概念;融资融券;深股通,300772,12,33
002955.SZ,华为概念;创投;体育产业;人工智能;人民币贬值受益;鸿蒙概念;在线教育;DeepSeek概念;腾讯概念;托育服务;云办公;多模态AI;AI应用;股权转让(并购重组);深股通,002955,15,33
301236.SZ,华为欧拉;华为盘古;华为昇腾;华为鲲鹏;财税数字化;ERP概念;多模态AI;云计算;AI智能体;国产操作系统;信创;ChatGPT概念;数据安全;数据要素;鸿蒙概念;区块链;百度概念;腾讯概念;数字乡村;阿里巴巴概念;虚拟数字人;AIGC概念;算力租赁;数字货币;元宇宙;抖音概念(字节概念);在线教育;DeepSeek概念;互联网金融;数字经济;人工智能;跨境支付(CIPS);职业教育;东数西算(算力);车联网(车路协同);数字孪生;智能医疗;中国AI 50;华为概念;低空经济;工业互联网;京津冀一体化;英伟达概念;养老概念;机器人概念;跨境电商;AI PC;无人驾驶;小米概念;5G;人形机器人;智能座舱;长安汽车概念;换电概念;虚拟电厂;芯片概念;一带一路;液冷服务器;AI应用;深股通;融资融券,301236,61,33
000821.SZ,钙钛矿电池;HJT电池;TOPCON电池;光伏概念;高端装备;特斯拉概念;无人机;新能源汽车;储能;机器人概念;智能物流;ST板块;锂电池概念;人工智能;独角兽概念,000821,15,33
603997.SH,特斯拉概念;人民币贬值受益;新能源汽车;沪股通;融资融券,603997,5,17
002533.SZ,柔性直流输电;特高压;智能电网;高压快充;风电;核电;充电桩;可控核聚变;超导概念;储能;光伏概念;雅下水电概念;高铁;数据中心;新能源汽车;水利;一带一路;比亚迪概念;特斯拉概念;机器人概念;长安汽车概念;华为概念;冷链物流;深股通;融资融券,002533,25,33
688583.SH,空间计算;阿里巴巴概念;3D打印;大飞机;专精特新;机器人概念;比亚迪概念;特斯拉概念;宁德时代概念;沪股通;融资融券,688583,11,17
301246.SZ,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;2025年报预增;比亚迪概念;猴痘概念;合成生物;仿制药一致性评价;流感;深股通;融资融券,301246,13,33
600036.SH,证金持股;同花顺中特估100;沪股通;融资融券;同花顺漂亮100;跨境支付(CIPS),600036,6,17
301229.SZ,减速器;华为汽车;小米汽车;特斯拉概念;机器人概念;新能源汽车;小米概念;华为概念;回购增持再贷款概念;融资融券,301229,10,33
002003.SZ,同花顺出海50;融资融券;深股通,002003,3,33
600436.SH,超级品牌;证金持股;同花顺漂亮100;肝炎概念;创新药;国企改革;海峡两岸;沪股通;融资融券;专精特新,600436,10,17
600727.SH,化肥;水泥概念;钛白粉概念;磷化工;国企改革,600727,5,17
605007.SH,海峡两岸;共同富裕示范区;沪股通,605007,3,17
601065.SH,国企改革;储能;锂电池概念;工业互联网;海峡两岸;盐湖提锂;沪股通;融资融券,601065,8,17
600350.SH,参股券商;参股银行;PPP概念;国企改革;沪股通;融资融券;智慧城市;回购增持再贷款概念,600350,8,17
688585.SH,机器人概念;燃料电池;风电;一带一路;沪股通;股权转让(并购重组);融资融券,688585,7,17
300457.SZ,固态电池;宁德时代概念;OLED;锂电池概念;新型烟草(电子烟);比亚迪概念;机器视觉;储能;粤港澳大湾区;人民币贬值受益;上海国企改革;氢能源;国企改革;深股通;融资融券,300457,15,33
002952.SZ,电子纸;家用电器;智能家居;虚拟现实;柔性屏(折叠屏);充电桩;汽车电子;智能穿戴;数字经济;人民币贬值受益;消费电子概念;新能源汽车;数字货币,002952,13,33
000966.SZ,超超临界发电;生物质能发电;抽水蓄能;绿色电力;虚拟电厂;碳交易;风电;光热发电;碳中和;储能;央企国企改革;国企改革;融资融券;创投;深股通,000966,15,33
688196.SH,可降解塑料;海峡两岸;人民币贬值受益;沪股通;融资融券,688196,5,17
300050.SZ,在线教育;物联网;职业教育;华为概念;鸿蒙概念;横琴新区;华为海思概念股;5G;DeepSeek概念;工业互联网;苹果概念,300050,11,33
002137.SZ,智能家居;物联网;汽车电子;华为概念;抖音概念(字节概念);5G;智能穿戴;粤港澳大湾区;消费电子概念;人民币贬值受益;芯片概念;数字经济;新能源汽车;无线耳机;文化传媒概念;区块链;网红经济;先进封装;光伏概念;深股通,002137,20,33
688006.SH,固态电池;锂电池概念;动力电池回收;特斯拉概念;沪股通;融资融券,688006,6,17
600340.SH,特色小镇;京津冀一体化;雄安新区;低空经济;PPP概念;新型城镇化;智慧城市;人工智能;DeepSeek概念;沪股通;融资融券;股权转让(并购重组),600340,12,17
300617.SZ,特高压;智能电网;电力物联网;虚拟电厂;风电;光伏概念;核电;充电桩;储能;氟化工概念;数据中心;宁德时代概念;专精特新;东数西算(算力);腾讯概念;深股通,300617,16,33
600010.SH,稀土永磁;特钢概念;氟化工概念;雅下水电概念;回购增持再贷款概念;西部大开发;工业互联网;人工智能;数据中心;国企改革;风电;抽水蓄能;一带一路;储能;中俄贸易概念;证金持股;沪股通;融资融券,600010,18,17
688017.SH,减速器;人形机器人;同花顺新质50;新型工业化;机器人概念;专精特新;中国AI 50;2025年报预增;沪股通;融资融券,688017,10,17
300265.SZ,柔性直流输电;特高压;成飞概念;智能电网;大飞机;商业航天;军民融合;光纤概念;军工;海工装备;风电;5G;光伏概念;机器人概念,300265,14,33
605598.SH,商业航天;卫星导航;钙钛矿电池;无人机;一带一路;土壤修复;人民币贬值受益;沪股通,605598,8,17
002064.SZ,可降解塑料;深股通;融资融券,002064,3,33
603866.SH,绿色电力;沪股通;融资融券,603866,3,17
002249.SZ,人形机器人;长安汽车概念;机器人概念;新能源汽车;比亚迪概念;家用电器;燃料电池;充电桩;粤港澳大湾区;储能;数据中心;回购增持再贷款概念;风电;氢能源;AIGC概念;深股通;融资融券,002249,17,33
300491.SZ,高压快充;数据中心;智能电网;2025年报预增;汽车电子;充电桩;换电概念;储能;军工;新能源汽车;京津冀一体化;雄安新区,300491,12,33
000731.SZ,化肥;民爆概念;磷化工;央企国企改革;国企改革;西部大开发;乡村振兴;天然气;融资融券;AI智能体,000731,10,33
000027.SZ,绿色电力;超超临界发电;碳交易;天然气;虚拟电厂;碳中和;光伏建筑一体化;固废处理;氢能源;参股券商;风电;PPP概念;国企改革;深圳国企改革;充电桩;垃圾分类;储能;特高压;DeepSeek概念;创投;粤港澳大湾区;华为概念;深股通;融资融券,000027,24,33
002050.SZ,人形机器人;汽车热管理;特斯拉概念;华为汽车;同花顺新质50;长安汽车概念;比亚迪概念;新能源汽车;机器人概念;小米概念;液冷服务器;家用电器;数据中心;宁德时代概念;燃料电池;空气能热泵;储能;同花顺出海50;DeepSeek概念;一带一路;回购增持再贷款概念;深股通;融资融券,002050,23,33
600072.SH,中船系;国产航母;海工装备;风电;PPP概念;氢能源;绿色电力;高端装备;央企国企改革;国企改革;储能;同花顺中特估100;工业互联网;沪股通;中字头股票;融资融券,600072,16,17
688428.SH,创新药;沪股通;融资融券,688428,3,17
605286.SH,东数西算(算力);虚拟电厂;人工智能;新型城镇化;储能;风电;绿色电力;氢能源;沪股通,605286,9,17
300115.SZ,减速器;人形机器人;同花顺果指数;PEEK材料;特斯拉概念;新型工业化;铜缆高速连接;华为汽车;传感器;新能源汽车;苹果概念;机器人概念;液冷服务器;小米概念;无人机;3D打印;消费电子概念;无线耳机;芯片概念;5G;MR(混合现实);卫星导航;AI眼镜;AI PC;智能穿戴;AI手机;宁德时代概念;燃料电池;华为概念;充电桩;虚拟现实;储能;粤港澳大湾区;东数西算(算力);锂电池概念;海峡两岸;氢能源;深股通;融资融券,300115,39,33
002442.SZ,煤化工概念;京津冀一体化;工业互联网;阿里巴巴概念,002442,4,33
000553.SZ,草甘膦;国企改革;央企国企改革;人民币贬值受益;深股通;融资融券,000553,6,33
688418.SH,卫星导航;商业航天;6G概念;智慧政务;网络安全;军工;车联网(车路协同);AI智能体;量子科技;智慧城市;低空经济;无人机;智慧灯杆;WiFi 6;人工智能;DeepSeek概念;物联网;飞行汽车(eVTOL);华为概念;无人驾驶;工业互联网;5G;机器人概念;数据中心;华为数字能源;养老概念;储能;一带一路;F5G概念;光纤概念;沪股通;融资融券,688418,32,17
300037.SZ,钠离子电池;固态电池;氟化工概念;宁德时代概念;锂电池概念;超级电容;特斯拉概念;OLED;比亚迪概念;先进封装;新能源汽车;液冷服务器;芯片概念;数据中心;深股通;融资融券,300037,16,33
000893.SZ,化肥;供销社;2025年报预增;一带一路;融资融券;深股通,000893,6,33
300234.SZ,碳中和;燃料电池;碳交易;氢能源;专精特新,300234,5,33
688109.SH,AI眼镜;智能穿戴;机器视觉;机器人概念;无人驾驶;华为昇腾;数字孪生;人工智能;AI智能体;AIGC概念;雅下水电概念;DeepSeek概念;数据要素;水利;数字经济;共同富裕示范区;物业管理;沪股通;融资融券,688109,19,17
600548.SH,参股券商;参股银行;PPP概念;深圳国企改革;国企改革;沪股通;融资融券;固废处理;汽车拆解概念;风电;百度概念;粤港澳大湾区,600548,12,17
601668.SH,中字头股票;同花顺中特估100;证金持股;装配式建筑;地下管网;PPP概念;新型城镇化;绿色电力;国企改革;央企国企改革;沪股通;融资融券;水利;一带一路;风电;回购增持再贷款概念;数字孪生;核电,601668,18,17
600438.SH,BC电池;TOPCON电池;钙钛矿电池;硅能源;HJT电池;光伏概念;同花顺漂亮100;储能;西部大开发;芯片概念;乡村振兴;农村电商;融资融券;沪股通;预制菜,600438,15,17
600307.SH,特钢概念;金属铜;雅下水电概念;超导概念;商业航天;国企改革;西部大开发;核电;回购增持再贷款概念;可控核聚变;氢能源;华为概念;新能源汽车;融资融券;沪股通,600307,15,17
001236.SZ,期货概念;国企改革;创投;深股通,001236,4,33
600008.SH,医疗废物处理;绿色电力;PPP概念;煤化工概念;固废处理;国企改革;乡村振兴;土壤修复;地下管网;污水处理;雄安新区;净水概念;垃圾分类;新型城镇化;京津冀一体化;智慧城市;DeepSeek概念;人工智能;沪股通;融资融券;机器人概念,600008,21,17
601077.SH,高股息精选;西部大开发;小米概念;融资融券;沪股通,601077,5,17
600131.SH,电力物联网;虚拟电厂;国资云;算力租赁;智能电网;碳交易;东数西算(算力);国产操作系统;云计算;量子科技;数字孪生;数据中心;AI智能体;充电桩;鸿蒙概念;华为概念;人工智能;储能;央企国企改革;5G;国企改革;雅下水电概念;西部大开发;绿色电力;沪股通;融资融券,600131,26,17
600984.SH,西部大开发;一带一路;国企改革,600984,3,17
000695.SZ,石墨电极;固态电池;锂电池概念;光伏概念;储能,000695,5,33
600600.SH,超级品牌;啤酒概念;证金持股;同花顺漂亮100;国企改革;沪股通;融资融券,600600,7,17
002066.SZ,核电;央企国企改革;国企改革;碳中和;证金持股,002066,5,33
002971.SZ,氢能源;燃料电池;有机硅概念;天然气;专精特新;氟化工概念;芯片概念;深股通,002971,8,33
688599.SH,钙钛矿电池;BC电池;TOPCON电池;HJT电池;光伏概念;光伏建筑一体化;商业航天;虚拟电厂;储能;锂电池概念;氢能源;华为概念;DeepSeek概念;绿色电力;同花顺漂亮100;机器人概念;东数西算(算力);一带一路;智能家居;沪股通;融资融券,688599,21,17
688169.SH,家用电器;智能家居;人工智能;同花顺出海50;机器人概念;DeepSeek概念;人民币贬值受益;小米概念;沪股通;融资融券,688169,10,17
301042.SZ,智慧城市;人脸识别;DeepSeek概念;安防;人工智能;跨境电商;智能家居;机器人概念;机器视觉;人民币贬值受益;融资融券,301042,11,33
002179.SZ,大飞机;商业航天;成飞概念;军民融合;卫星导航;军工;国产航母;6G概念;无人机;低空经济;可控核聚变;核电;量子科技;换电概念;5G;车联网(车路协同);铜缆高速连接;充电桩;专精特新;无人驾驶;光纤概念;机器人概念;光伏概念;数据中心;华为概念;新能源汽车;智能电网;储能;比亚迪概念;特斯拉概念;芯片概念;高压快充;液冷服务器;国企改革;共封装光学(CPO);深股通;融资融券;中字头股票,002179,38,33
688696.SH,跨境电商;手机游戏;智能座舱;智能家居;机器视觉;百度概念;AI眼镜;专精特新;新能源汽车;西部大开发;消费电子概念;融资融券;沪股通,688696,13,17
